id,name__en,name__es,name__nl,name__fr,name__de,name__nb,name__da,name__nn,name__sv,name,wikipedia__en,wikipedia__es,wikipedia__simple,image,gender,birth_date,given_name,name__it,wikipedia__fr,identifier__VIAF,identifier__SUDOC,wikipedia__nl,death_date,name__eo,name__pt,name__pl,wikipedia__commons,wikipedia__de,wikipedia__eo,wikipedia__it,wikipedia__pl,wikipedia__pt,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__freebase,name__ca,name__gl,name__hr,wikipedia__hr,wikipedia__itwikiquote,name__lmo,name__hy,wikipedia__hy,identifier__GTAA,name__nds,family_name,identifier__NTA,name__ro,name__fy,name__cs,name__el,name__ru,wikipedia__ca,wikipedia__fy,wikipedia__sv,identifier__BNF,identifier__IMDB,identifier__NLA,website,identifier__BNE,identifier__NLP,twitter,name__sco,wikipedia__sco,name__hu,name__tr,wikipedia__tr,wikipedia__no,wikipedia__ru,name__ko,name__si,name__ja,name__ne,name__az,name__ml,name__ta,name__uk,name__id,wikipedia__az,wikipedia__cs,wikipedia__hu,wikipedia__id,wikipedia__ja,wikipedia__ko,wikipedia__ml,wikipedia__ne,wikipedia__plwikiquote,wikipedia__si,wikipedia__ta,wikipedia__uk,wikipedia__enwikiquote,wikipedia__eswikiquote
Q5750685,Carlos Kuschel Silva,Carlos Kuschel Silva,,Carlos Kuschel Silva,Carlos Kuschel Silva,,,,,Carlos Kuschel Silva,,Carlos Kuschel Silva,,https://upload.wikimedia.org/wikipedia/commons/7/7b/Carlos_Kuschel.jpg,male,1953-03-16,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Kuschel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11252625,Sergio Velasco,Sergio Velasco,,,,,,,,Sergio Velasco,,Sergio Velasco,,,male,1945-12-21,Sergio,Sergio Velasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10891440,Sergio Aguiló,Sergio Aguiló,,,,,,,,Sergio Aguiló,,Sergio Aguiló,,,male,1953-02-09,Sergio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16298967,Ramón Elizalde,Ramón Elizalde,,,,,,,,Ramón Elizalde,,Ramón Elizalde,,,male,,Ramón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16302203,Federico Ringeling,Federico Ringeling,,Federico Ringeling,,,,,,Federico Ringeling,,Federico Ringeling,,,male,1954-07-08,Federico,Federico Ringeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16302186,Joaquín Palma,Joaquín Palma,,,,,,,,Joaquín Palma,,Joaquín Palma,,,male,1943-02-02,Joaquín,,,,,,2013-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16326168,Eugenio Ortega,Eugenio Ortega,,Eugenio Ortega,,,,,,Eugenio Ortega,,Eugenio Ortega,,https://upload.wikimedia.org/wikipedia/commons/c/c8/Eugenio_Ortega_Riquelme.jpg,male,1940-06-14,Eugenio,Eugenio Ortega,,,,,2013-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16598535,Manuel Matta Aragay,Manuel Matta Aragay,,Manuel Matta Aragay,,,,,,Manuel Matta Aragay,,Manuel Matta Aragay,,https://upload.wikimedia.org/wikipedia/commons/9/9d/Manuel_Matta_Aragay.jpg,male,1946-11-10,Manuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16601166,Martín Manterola,Martín Manterola,,,,,,,,Martín Manterola,,Martín Manterola,,,male,1948-05-25,Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16624860,René Manuel García,René Manuel García,,,,,,,,René Manuel García,,René Manuel García,,,male,1950-05-24,René,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16607550,Milenko Vilicic,Milenko Vilicic,,Milenko Vilicic,,,,,,Milenko Vilicic,,Milenko Vilicic,,,male,1932-03-09,Milenko,,,,,,1993-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16482703,Gustavo Alessandri Balmaceda,Gustavo Alessandri Balmaceda,,,,,,,,Gustavo Alessandri Balmaceda,,Gustavo Alessandri Balmaceda,,,male,1961-03-08,Gustavo,Gustavo Alessandri Balmaceda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17058104,Jaime Rocha,Jaime Rocha,,Jaime Rocha,,,,,,Jaime Rocha,,Jaime Rocha,,,male,1938-11-04,Jaime,,,,,,2012-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20013782,Eliana Caraball,Eliana Caraball,,,,,,,,Eliana Caraball,,Eliana Caraball,,,female,1937-04-27,Eliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19632253,Hernán Rojo,Hernán Rojo,,,,,,,,Hernán Rojo,,Hernán Rojo,,,male,1930-07-30,Hernán,,,,,,2012-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1657292,Ignacio Walker,Ignacio Walker,Ignacio Walker,Ignacio Walker,Ignacio Walker,,,,,Ignacio Walker,Ignacio Walker,Ignacio Walker,,,male,1956-01-07,Ignacio,,Ignacio Walker,262349401,130884294,,,,,,,Ignacio Walker,,,,,0000 0000 8097 6142,1015098509,n86121217,,,,,,,,,,,,Walker,128696869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5788711,Iván Moreira,Iván Moreira,,,,,,,,Iván Moreira,,Iván Moreira,,,male,1956-12-08,Iván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5662871,Alberto Cardemil,Alberto Cardemil,,Alberto Cardemil,,,,,,Alberto Cardemil,,Alberto Cardemil,,https://upload.wikimedia.org/wikipedia/commons/9/91/Alberto_Cardemil_Herrera.jpg,male,1945-11-01,Alberto,Alberto Cardemil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4760139,Andrés Allamand,Andrés Allamand,Andrés Allamand,,Andrés Allamand,Andrés Allamand,Andrés Allamand,Andrés Allamand,Andrés Allamand,Andrés Allamand,Andrés Allamand,Andrés Allamand,,,male,1956-02-07,Andrés,,,310661381,,,,,,,Category:Andrés Allamand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5997406,Mariana Aylwin,Mariana Aylwin,,Mariana Aylwin,,,,,,Mariana Aylwin,,Mariana Aylwin,,https://upload.wikimedia.org/wikipedia/commons/9/9a/Mariana_Aylwin_Oyarzún.jpg,female,1949-07-13,Mariana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4714618,Alejandro Navarro,Alejandro Navarro,Alejandro Navarro,,Alejandro Navarro,Alejandro Navarro,Alejandro Navarro,Alejandro Navarro,Alejandro Navarro,Alejandro Navarro,Alejandro Navarro,Alejandro Navarro,,,male,,Alejandro,,,,,,,,,,Category:Alejandro Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6007422,Maximiano Errázuriz,Maximiano Errázuriz,,,,,,,,Maximiano Errázuriz,,Maximiano Errázuriz,,,male,1945-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5665033,Alejandro García-Huidobro,Alejandro García-Huidobro,,,,,,,,Alejandro García-Huidobro,,Alejandro García-Huidobro,,,male,1952-04-19,Alejandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q451359,Isabel Allende,María Isabel Allende,Isabel Allende,Isabel Allende Bussi,Isabel Allende,María Isabel Allende,María Isabel Allende,María Isabel Allende,Isabel Allende Bussi,María Isabel Allende,Isabel Allende (politician),María Isabel Allende,,https://upload.wikimedia.org/wikipedia/commons/8/80/Isabel_Allende_Bussi.jpg,female,1945-01-18,Isabel,Isabel Allende Bussi,Isabel Allende Bussi,100945687,17219654X,,,Isabel ALLENDE,María Isabel Allende,,,Isabel Allende (Politikerin),,Isabel Allende Bussi,,María Isabel Allende,0000 0000 7217 4158,1062480821,n84053519,/m/05j8td,Isabel Allende Bussi,,,,,,Իսաբել Ալիենդե,,,,,323876889,Isabel Allende Bussi,Isabel Allende,Isabel Allende,Ιζαμπέλ Αγιέντε,Исабель Альенде,Isabel Allende Bussi,Isabel Allende (politikus),Isabel Allende Bussi,16906056m,nm5284813,35603327,http://www.isabelallendebussi.cl/,XX4849265,A29474814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3460282,Guido Girardi,Guido Girardi,Guido Girardi,Guido Girardi,Guido Girardi,Guido Girardi,Guido Girardi,Guido Girardi,Guido Girardi,Guido Girardi,Guido Girardi,Guido Girardi,,https://upload.wikimedia.org/wikipedia/commons/f/f6/Guido_Girardi.jpg,male,1961-01-21,Guido,,Guido Girardi,,,,,,,,,,,,,,,,,/m/0glrm2p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6039721,Nelson Ávila,Nelson Ávila,,,,,,,,Nelson Ávila,,Nelson Ávila (político),,,male,1942-11-29,Nelson,,,63610473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nelsonavila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5790097,Luis Valentín Ferrada,Luis Valentín Ferrada,,,,,,,,Luis Valentín Ferrada,,Luis Valentín Ferrada,,,male,,Luis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6069581,Pedro Muñoz Aburto,Pedro Muñoz Aburto,,,,,,,,Pedro Muñoz Aburto,,Pedro Muñoz Aburto,,https://upload.wikimedia.org/wikipedia/commons/a/a8/Pedro_Héctor_Muñoz_Aburto.jpg,male,1944-07-01,Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5799538,Darío Paya,Darío Paya,,,,,,,,Darío Paya,,Darío Paya,,,male,1964-07-20,Darío,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5771849,Claudio Alvarado,Claudio Alvarado,,Claudio Alvarado,,,,,,Claudio Alvarado,,Claudio Alvarado,,https://upload.wikimedia.org/wikipedia/commons/0/0e/Claudio_Alvarado.jpg,male,1960-02-07,Claudio,Claudio Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6118208,Samuel Venegas,Samuel Venegas,,Samuel Venegas,,,,,,Samuel Venegas,,Samuel Venegas,,,male,1938-04-01,Samuel,Samuel Venegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6003380,María Antonieta Saa,María Antonieta Saa,,,,,,,,María Antonieta Saa,,María Antonieta Saa,,https://upload.wikimedia.org/wikipedia/commons/3/30/María_Antonieta_Saa_Díaz.jpg,female,1943-01-08,María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5936071,Jorge Soria Macchiavello,Jorge Soria Macchiavello,,,,,,,,Jorge Soria Macchiavello,,Jorge Soria Macchiavello,,,male,1969-03-03,Jorge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5865610,Francisco Encina,Francisco Encina,,Francisco Encina,,,,,,Francisco Encina,,Francisco Encina,,,male,1943-12-18,Francisco,Francisco Encina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6109839,Roberto León,Roberto León,,,,,,,,Roberto León,,Roberto León,,https://upload.wikimedia.org/wikipedia/commons/4/43/Roberto_León_Ramírez.jpg,male,,Roberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5873208,Gabriel Ascencio,Gabriel Ascencio,,,,,,,,Gabriel Ascencio,,Gabriel Ascencio,,,male,1953-10-25,Gabriel,Gabriel Ascencio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6148524,Tomás Jocelyn-Holt,Tomás Jocelyn-Holt,,,,Tomás Jocelyn-Holt,Tomás Jocelyn-Holt,Tomás Jocelyn-Holt,Tomás Jocelyn-Holt,Tomás Jocelyn-Holt,Tomás Jocelyn-Holt,Tomás Jocelyn-Holt,,,male,1963-01-16,Tomás,,,,,,,,,,Category:Tomás Jocelyn-Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6117807,Salvador Urrutia,Salvador Urrutia,,Salvador Urrutia,,,,,,Salvador Urrutia,,Salvador Urrutia,,,male,1942-07-07,Salvador,Salvador Urrutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4778513,Aníbal Pérez,Aníbal Pérez,Aníbal Pérez,,Aníbal Pérez,Aníbal Pérez,Aníbal Pérez,Aníbal Pérez,Aníbal Pérez,Aníbal Pérez,Aníbal Pérez,Aníbal Pérez,,,male,1948-01-20,Aníbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6170994,Zarko Luksic,Zarko Luksic,,Zarko Luksic,,,,,,Zarko Luksic,,Zarko Luksic,,,male,1956-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5406435,Alfonso Vargas,Alfonso Vargas,,Alfonso Vargas,,,,,,Alfonso Vargas,,Alfonso Vargas,,,male,1951-12-16,Alfonso,Alfonso Vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6105633,Renán Fuentealba Vildósola,Renán Fuentealba Vildósola,,,,,,,,Renán Fuentealba Vildósola,,Renán Fuentealba Vildósola,,,male,,Renán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5850605,Eugenio Tuma,Eugenio Tuma,,Eugenio Tuma,,,,,,Eugenio Tuma,,Eugenio Tuma,,,male,1945-07-29,Eugenio,Eugenio Tuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5855924,Fanny Pollarolo,Fanny Pollarolo,,Fanny Pollarolo,,,,,,Fanny Pollarolo,,Fanny Pollarolo,,,female,1935-03-07,Fanny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16298705,Iván de la Maza,Iván de la Maza,,,,,,,,Iván de la Maza,,Iván de la Maza,,,male,1940-10-18,Iván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16298311,Guillermo Ceroni,Guillermo Ceroni,,,,,,,,Guillermo Ceroni,,Guillermo Ceroni,,,male,1946-07-30,Guillermo,Guillermo Ceroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16301408,Rosauro Martínez,Rosauro Martínez,,,,,,,,Rosauro Martínez,,Rosauro Martínez,,https://upload.wikimedia.org/wikipedia/commons/c/c7/Rosauro_Martínez_Labbé.jpg,male,1950-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16301161,Felipe Letelier,Felipe Letelier,,,,,,,,Felipe Letelier,,Felipe Letelier,,,male,1956-05-11,Felipe,Felipe Letelier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17274883,Erick Villegas,Erick Villegas,,Erick Villegas,,,,,,Erick Villegas,,Erick Villegas,,,male,1953-11-11,Erick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20853558,Ignacio Balbontín,Ignacio Balbontín,Ignacio Balbontín,Ignacio Balbontín,,,,,,Ignacio Balbontín,,Ignacio Balbontín,,https://upload.wikimedia.org/wikipedia/commons/4/4e/Ignacio_Balbontín_Arteaga.jpg,male,1940-06-18,Ignacio,,,,,,2015-08-18,,,,,,,,,,,,,,Ignacio Balbontín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5955225,Julio Dittborn,Julio Dittborn,,Julio Dittborn,,,,,,Julio Dittborn,,Julio Dittborn,,,male,1951-10-19,Julio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5976459,Lily Pérez,Lily Pérez,,,,,,,,Lily Pérez,,Lily Pérez,,,female,1963-05-10,Lily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5992495,Manuel Bustos,Manuel Bustos,,Manuel Bustos,,,,,,Manuel Bustos,,Manuel Bustos,,https://upload.wikimedia.org/wikipedia/commons/e/e1/Manuel_Antonio_Bustos_Huerta.jpg,male,1943-12-03,Manuel,Manuel Bustos,,,,,1999-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5809204,Leopoldo Sánchez Grunert,Leopoldo Sánchez Grunert,,,,,,,,Leopoldo Sánchez Grunert,,Leopoldo Sánchez Grunert,,,male,1949-10-20,Leopoldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5971703,Laura Soto,Laura Soto,,Laura Soto,,,,,,Laura Soto,,Laura Soto,,,female,1931-12-15,Laura,Laura Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5698786,Antonio Leal Labrín,Antonio Leal Labrín,,Antonio Leal,,,,,,Antonio Leal Labrín,,Antonio Leal Labrín,,https://upload.wikimedia.org/wikipedia/commons/3/37/Antonio_Leal_Labrín.jpg,male,1950-01-10,Antonio,Antonio Leal,,,,,,,,,,,,,,,,,,,Antonio Leal Labrín,Antonio Leal Labrín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6066812,Patricio Walker,Patricio Walker,,,,,,,,Patricio Walker,,Patricio Walker,,,male,,Patricio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5994240,Manuel Rojas Molina,Manuel Rojas Molina,,,,,,,,Manuel Rojas Molina,,Manuel Rojas Molina,,,male,1959-11-03,Manuel,,,,,,,,,,,,,,,,,,,,Manuel Rojas Molina,Manuel Rojas Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6110876,Rodrigo Álvarez Zenteno,Rodrigo Álvarez Zenteno,,,,,,,,Rodrigo Álvarez Zenteno,,Rodrigo Álvarez Zenteno,,,male,1966-07-30,Rodrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5925226,Jaime Mulet,Jaime Mulet,,Jaime Mulet,,,,,,Jaime Mulet,,Jaime Mulet,,,male,1963-08-03,Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11686373,Juan Bustos,Juan Bustos,Juan Bustos,Juan Bustos,Juan Bustos,,,,,Juan Bustos,Juan Bustos,Juan Bustos,,https://upload.wikimedia.org/wikipedia/commons/e/e2/Juan_Bustos.jpg,male,1935-12-08,Juan,,,22139447,026760436,,2008-08-07,,,,,,,,,,0000 0000 8100 5532,,,,,,,,,,,,,,,069578672,,,,,,,,,11894658g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5833474,Enrique Krauss,Enrique Krauss,,,,,,,,Enrique Krauss,,Enrique Krauss,,,male,1932-01-08,Enrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5883011,Gonzalo Ibáñez Santa María,Gonzalo Ibáñez,,,,,,,,Gonzalo Ibáñez,,Gonzalo Ibáñez,,,male,1945-12-30,Gonzalo,,,,,,,,,,,,,,,,,,,,Gonzalo Ibáñez Santa María,Gonzalo Ibáñez Santa María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5578064,Patricio Hales,Patricio Hales,,Patricio Hales,Patricio Hales,Patricio Hales,Patricio Hales,Patricio Hales,Patricio Hales,Patricio Hales,,Patricio Hales,,https://upload.wikimedia.org/wikipedia/commons/c/ce/Patricio_Alejandro_Hales_Dib.jpg,male,1946-09-11,Patricio,Patricio Hales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5984142,Luis Pareto González,Luis Pareto González,,,Luis Pareto González,Luis Pareto González,Luis Pareto González,Luis Pareto González,Luis Pareto González,Luis Pareto González,Luis Pareto González,Luis Pareto González,,,male,1928-08-29,Luis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6056154,Pablo Lorenzini,Pablo Lorenzini,,,,,,,,Pablo Lorenzini,,Pablo Lorenzini,,https://upload.wikimedia.org/wikipedia/commons/6/68/Pablo_Lorenzini_Basso.jpg,male,1949-10-25,Pablo,Pablo Lorenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6004540,María Rozas,María Rozas,,,,,,,,María Rozas,,María Rozas,,,female,1955-11-08,María,,,,,,2011-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6112174,Rosa González Román,Rosa González Román,,,,,,,,Rosa González Román,,Rosa González Román,,,female,1942-07-23,Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6004763,María Victoria Ovalle,María Victoria Ovalle,,,,,,,,María Victoria Ovalle,,María Victoria Ovalle,,https://upload.wikimedia.org/wikipedia/commons/f/f8/María_Victoria_Ovalle_Ovalle.jpg,female,1947-06-12,María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6108443,Ricardo Rincón,Ricardo Rincón,,,,,,,,Ricardo Rincón,,Ricardo Rincón,,,male,1967-03-22,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5998513,Mario Bertolino,Mario Bertolino,,Mario Bertolino,,,,,,Mario Bertolino,,Mario Bertolino,,,male,1954-02-03,Mario,Mario Bertolino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5889453,Gustavo Alessandri Valdés,Gustavo Alessandri Valdés,,,,,,,,Gustavo Alessandri Valdés,,Gustavo Alessandri Valdés,,https://upload.wikimedia.org/wikipedia/commons/0/0e/Gustavo_Alessandri_Valdés.jpg,male,1929-04-30,Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6056002,Pablo Galilea,Pablo Galilea,,,,,,,,Pablo Galilea,,Pablo Galilea,,,male,1963-01-31,Pablo,Pablo Galilea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5952252,Juan Ramón Núñez Valenzuela,Juan Ramón Núñez Valenzuela,,,,,,,,Juan Ramón Núñez Valenzuela,,Juan Ramón Núñez,,,male,1943-10-18,Juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
