id,name__en,name__es,name__nl,name__fr,name__de,name__nb,name__da,name__nn,name__sv,name__ru,name__zh,name__hu,name,wikipedia__en,wikipedia__zh,gender,birth_date,given_name,original_wikiname,name__pl,wikipedia__pl,image,family_name,name__cs,wikipedia__commons,wikipedia__cswikiquote,wikipedia__enwikiquote,wikipedia__enwikisource,identifier__VIAF,identifier__NLAtrove,wikipedia__de,name__it,website,twitter,wikipedia__fr,name__zh_hant,name__zh_cn,wikipedia__ru,identifier__IMDB,name__el,identifier__ISNI,identifier__LCAuth,identifier__SUDOC,identifier__NLA,identifier__FAST,wikipedia__nl,identifier__freebase,name__vep,wikipedia__vep,name__vi,wikipedia__vi,wikipedia__it,wikipedia__sv,identifier__IIAF,name__ar,wikipedia__ar,wikipedia__simple,name__fa,wikipedia__fa,name__pt,wikipedia__pt,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__ko,name__id,wikipedia__id,wikipedia__ko,name__fi,wikipedia__fi,facebook,death_date,name__la,name__ja,name__ca,name__oc,name__en_gb,name__mg,wikipedia__ja,wikipedia__la,wikipedia__mg,wikipedia__plwikiquote,identifier__MusicBrainz,wikipedia__cs,wikipedia__es
Q5125267,Claire Moore,Claire Moore,Claire Moore,Claire Moore,Claire Moore,Claire Moore,Claire Moore,Claire Moore,Claire Moore,,,Claire Moore,Claire Moore,Claire Moore,,female,1956-02-19,Claire,Claire Moore,,,https://upload.wikimedia.org/wikipedia/commons/0/05/March_in_May_2014_Claire_Moore.webm,,,,,,,,,,Claire Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5158602,Concetta Fierravanti-Wells,Concetta Fierravanti-Wells,Concetta Fierravanti-Wells,Concetta Fierravanti-Wells,,,,,,,,,Concetta Fierravanti-Wells,Concetta Fierravanti-Wells,,female,1960-05-20,Concetta,Concetta Fierravanti-Wells,,,https://upload.wikimedia.org/wikipedia/commons/9/93/Concetta_Fierravanti-Wells.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5231953,David Bushby,David Bushby,David Bushby,David Bushby,David Bushby,,,,,,大衛·布什比,David Bushby,David Bushby,David Bushby,大衛·布什比,male,1965-07-17,David,David Bushby,,,https://upload.wikimedia.org/wikipedia/commons/3/31/Senator_David_Bushby.jpg,,,Category:David Bushby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5233587,David Fawcett,David Fawcett,David Fawcett,David Fawcett,David Fawcett,David Fawcett,David Fawcett,David Fawcett,David Fawcett,Дэвид Фоусет,大衛·福賽特,David Fawcett,David Fawcett,David Fawcett,大衛·福賽特,male,1963-10-23,David,David Fawcett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5235713,David Johnston,David Johnston,David Johnston,David Johnston,David Johnston,,,,,,大衛·約翰斯通,David Johnston,David Johnston,David Johnston (politician),大衛·約翰斯通,male,1956-02-14,David,David Johnston (politician),David Johnston,David Johnston,https://upload.wikimedia.org/wikipedia/commons/4/4d/Hires_131022-M-EV637-246-cropped.jpg,,,,,,,,,,,,,"David Johnston (homme politique, 1956)",,,,,,,,,,,,,,,,,,,,,,,دیوید جانسون,دیوید جانسون (سیاستمدار),,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5246470,Dean Smith,Dean Smith,Dean Smith,Dean Smith,Dean Smith,,,,,Дин Смит,迪安·史密斯,Dean Smith,Dean Smith,Dean Smith (Australian politician),迪安·史密斯,male,1969-05-15,Dean,Dean Smith (Australian politician),,,,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5248341,Deborah O'Neill,,Deborah O'Neill,Deborah O'Neill,Deborah O'Neill,,,,,,,,Deborah O'Neill,Deborah O'Neill,,female,1961-06-04,Deborah,Deborah O'Neill,,,,,,,,,,305131580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5292594,Don Farrell,Don Farrell,Don Farrell,Don Farrell,Don Farrell,Don Farrell,Don Farrell,Don Farrell,Don Farrell,,,Don Farrell,Don Farrell,Don Farrell,,male,1954-06-06,Don,Don Farrell,,,https://upload.wikimedia.org/wikipedia/commons/1/17/Don_Farrell.jpg,,,,,,,,,,Don Farrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5300344,Doug Cameron,,Doug Cameron,Doug Cameron,Doug Cameron,,,,,Даг Камерон,道格·卡梅隆,,Doug Cameron,Doug Cameron (politician),道格·卡梅隆,male,1951-01-27,Doug,Doug Cameron (politician),,,https://upload.wikimedia.org/wikipedia/commons/4/40/Senator_Doug_Cameron_being_interviewed_by_WIN_News.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q541217,Bob Carr,Bob Carr,Bob Carr,Bob Carr,Bob Carr,Bob Carr,Bob Carr,Bob Carr,Bob Carr,,鲍勃·卡尔,Bob Carr,Bob Carr,Bob Carr,鲍勃·卡尔,male,1947-09-28,Bob,Bob Carr,Bob Carr,Bob Carr,https://upload.wikimedia.org/wikipedia/commons/a/ac/Bob_Carr_in_2009.jpg,,Bob Carr,,,,,1979637,,Bob Carr,,,,Bob Carr,,,,,,,,087889935,,495943,,/m/0g53dq,,,,,,Bob Carr,,,,Bob Carr,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bob Carr,Bob Carr
Q542278,Christine Milne,Christine Milne,Christine Milne,Christine Milne,Christine Milne,Christine Milne,Christine Milne,Christine Milne,Christine Milne,,,Christine Milne,Christine Milne,Christine Milne,,female,1953-05-14,Christine,Christine Milne,,,https://upload.wikimedia.org/wikipedia/commons/2/2e/2014-09-21_Christine_Milne_Peoples_Climate_March_Melbourne_600_0479.JPG,,,Category:Christine Milne,,,,295183539,,Christine Milne,,http://christine-milne.greensmps.org.au,,Christine Milne,,,,,,,,,,,,,,,,,,,,,,Christine Milne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5451092,Fiona Nash,Fiona Nash,Fiona Nash,Fiona Nash,Fiona Nash,,,,,,,,Fiona Nash,Fiona Nash,,female,1965-05-06,Fiona,Fiona Nash,,,https://upload.wikimedia.org/wikipedia/commons/b/b6/Senator_Fiona_Nash.jpg,,,,,,,,,,Fiona Nash,http://www.fionanash.com.au,SenatorNash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5528211,Gavin Marshall,Gavin Marshall,Gavin Marshall,Gavin Marshall,Gavin Marshall,,,,,,,Gavin Marshall,Gavin Marshall,Gavin Marshall,,male,1960-03-25,Gavin,Gavin Marshall,,,,,,,,,,,,,Gavin Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5537216,George Brandis,George Brandis,George Brandis,George Brandis,George Brandis,,,,,,喬治·布蘭迪斯,,George Brandis,George Brandis,喬治·布蘭迪斯,male,1957-06-22,George,George Brandis,George Brandis,George Brandis,https://upload.wikimedia.org/wikipedia/commons/9/9c/George_Brandis.jpg,,,,,,,92126563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Brandis,George Brandis,,,,,,,,,,,,,,,,,,,,,,,,,
Q5569124,Glenn Sterle,Glenn Sterle,Glenn Sterle,Glenn Sterle,Glenn Sterle,Glenn Sterle,Glenn Sterle,Glenn Sterle,Glenn Sterle,,格倫·斯塔爾,Glenn Sterle,Glenn Sterle,Glenn Sterle,格倫·斯塔爾,male,1960-01-03,Glenn,Glenn Sterle,,,,,,,,,,,,,Glenn Sterle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5702622,Helen Kroger,Helen Kroger,Helen Kroger,Helen Kroger,Helen Kroger,,,,,,,Helen Kroger,Helen Kroger,Helen Kroger,,female,1959-03-11,Helen,Helen Kroger,,,,,,,,,,,,,,http://www.helenkroger.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q572783,Michaelia Cash,Michaelia Cash,Michaelia Cash,Michaelia Cash,Michaelia Cash,,,,,,,Michaelia Cash,Michaelia Cash,Michaelia Cash,,female,1970-07-19,,Michaelia Cash,Michaelia Cash,Michaelia Cash,https://upload.wikimedia.org/wikipedia/commons/8/89/Michaelia_Cash_March_2014.jpg,,,Category:Michaelia Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5982140,Ian Macdonald,Ian Macdonald,Ian Macdonald,Ian Macdonald,Ian Macdonald,,,,,,,,Ian Macdonald,Ian Macdonald (Australian politician),,male,1945-11-29,Ian,Ian Macdonald (Australian politician),,,,,,,,,,106600107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6110750,Jacinta Collins,Jacinta Collins,Jacinta Collins,Jacinta Collins,Jacinta Collins,,,,,,,Jacinta Collins,Jacinta Collins,Jacinta Collins,,female,1962-09-04,Jacinta,Jacinta Collins,Jacinta Collins,Jacinta Collins,https://upload.wikimedia.org/wikipedia/commons/b/bc/Jacinta_Collins.jpeg,,,,,,,92774420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6149491,Jan McLucas,Jan McLucas,Jan McLucas,Jan McLucas,Jan McLucas,,,,,,,Jan McLucas,Jan McLucas,Jan McLucas,,female,1958-03-27,Jan,Jan McLucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6211016,Joe Ludwig,Joe Ludwig,Joe Ludwig,Joe Ludwig,Joe Ludwig,,,,,,喬·路德維希,Joe Ludwig,Joe Ludwig,Joe Ludwig,喬·路德維希,male,1959-07-21,Joe,Joe Ludwig,Joe Ludwig,Joe Ludwig,https://upload.wikimedia.org/wikipedia/commons/6/67/Joe_Ludwig.JPG,Ludwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6239528,John Hogg,John Hogg,John Hogg,John Hogg,John Hogg,John Hogg,John Hogg,John Hogg,John Hogg,"Хогг, Джон",,John Hogg,John Hogg,John Hogg,,male,1949-03-19,John,John Hogg,John Hogg,John Hogg,https://upload.wikimedia.org/wikipedia/commons/4/46/John_Hogg_Australia_Senate_of_Poland_01.JPG,,,,,,,,,John Hogg (Politiker),,,,,,,"Хогг, Джон",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6246365,John Madigan,,,John Madigan,John Madigan,,,,,Джон Мэдигэн,約翰·麥迪甘,,John Madigan,John Madigan (Australian politician),約翰·麥迪甘,male,1966-07-21,John,John Madigan (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6264317,John Williams,,John Williams,John Williams,John Williams,,,,,,約翰·威廉斯,,John Williams,John Williams (Australian Senator),約翰·威廉斯 (政治人物),male,1955-01-16,John,John Williams (New South Wales federal politician),,,https://upload.wikimedia.org/wikipedia/commons/b/b6/Senator_John_Williams.JPG,Williams,,,,,,52924482,,,,http://www.senatorjohnwilliams.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6375611,Kate Lundy,Kate Lundy,Kate Lundy,Kate Lundy,Kate Lundy,,,,,,,Kate Lundy,Kate Lundy,Kate Lundy,,female,1967-12-15,Kate,Kate Lundy,,,https://upload.wikimedia.org/wikipedia/commons/9/9b/Kate_lundy_keynote.jpg,,,Category:Kate Lundy,,,,,,,,http://www.katelundy.com.au/,,,,,,,,,,,,,,,,,,,,,,كيت لوندي,كيت لوندي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6489515,Larissa Waters,Larissa Waters,Larissa Waters,Larissa Waters,Larissa Waters,Larissa Waters,Larissa Waters,Larissa Waters,Larissa Waters,,,Larissa Waters,Larissa Waters,Larissa Waters,,female,1977-02-09,Larissa,Larissa Waters,,,https://upload.wikimedia.org/wikipedia/commons/9/9f/LarissaWaters.jpg,,,Category:Larissa Waters,,,,,,Larissa Waters,,,,Larissa Waters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6514788,Lee Rhiannon,Lee Rhiannon,,Lee Rhiannon,Lee Rhiannon,,,,,,,,Lee Rhiannon,Lee Rhiannon,,female,1951-05-30,Lee,Lee Rhiannon,,,https://upload.wikimedia.org/wikipedia/commons/0/01/Lee_Rhiannon_2010.jpg,,,,,,,,,,Lee Rhiannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6550105,Lin Thorp,Lin Thorp,Lin Thorp,Lin Thorp,Lin Thorp,,,,,,,Lin Thorp,Lin Thorp,Lin Thorp,,female,1953-11-04,,Lin Thorp,,,,,,,,,,160558880,,,Lin Thorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6766585,Mark Arbib,Mark Arbib,Mark Arbib,Mark Arbib,Mark Arbib,,,,,,馬克·阿比布,Mark Arbib,Mark Arbib,Mark Arbib,,male,1971-11-09,Mark,Mark Arbib,,,https://upload.wikimedia.org/wikipedia/commons/5/5a/MarkArbibJerilderieLibraryOpening.JPG,,,,,,,,,,,,,,馬克·阿比布,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6766745,Mark Bishop,Mark Bishop,Mark Bishop,Mark Bishop,Mark Bishop,Mark Bishop,Mark Bishop,Mark Bishop,Mark Bishop,Марк Бишоп,,Mark Bishop,Mark Bishop,Mark Bishop,,male,1954-06-29,Mark,Mark Bishop,,,https://upload.wikimedia.org/wikipedia/commons/d/d5/Markbishop.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6767697,Mark Furner,,Mark Furner,Mark Furner,Mark Furner,,,,,,,,Mark Furner,Mark Furner,,male,1958-04-11,Mark,Mark Furner,,,https://upload.wikimedia.org/wikipedia/commons/5/5f/Mark_Furner_090720-N-9950J-049.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6779926,Mary Jo Fisher,,Mary Jo Fisher,Mary Jo Fisher,Mary Jo Fisher,,,,,,,,Mary Jo Fisher,Mary Jo Fisher,,female,1962-12-25,Mary,Mary Jo Fisher,,,,,,,,,,,774088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6789423,Matt Thistlethwaite,Matt Thistlethwaite,Matt Thistlethwaite,Matt Thistlethwaite,Matt Thistlethwaite,,,,,,馬特·齊索斯威特,Matt Thistlethwaite,Matt Thistlethwaite,Matt Thistlethwaite,馬特·齊索斯威特,male,1972-09-06,Matt,Matt Thistlethwaite,,,https://upload.wikimedia.org/wikipedia/commons/7/7b/Matt_Thistlethwaite.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6833958,Michael Ronaldson,Michael Ronaldson,Michael Ronaldson,Michael Ronaldson,Michael Ronaldson,,,,,,邁克·羅德森,Michael Ronaldson,Michael Ronaldson,Michael Ronaldson,邁克·羅德森,male,1954-02-13,Michael,Michael Ronaldson,,,,,,,,,,,,,Michael Ronaldson,,,,羅納爾森,罗纳尔森,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6880868,Mitch Fifield,Mitch Fifield,Mitch Fifield,Mitch Fifield,Mitch Fifield,,,,,,米奇·發費爾德,,Mitch Fifield,Mitch Fifield,米奇·發費爾德,male,1967-01-16,Mitch,Mitch Fifield,Mitch Fifield,Mitch Fifield,https://upload.wikimedia.org/wikipedia/commons/e/e4/Mitch_Fifield.jpg,,,,,,,,,,Mitch Fifield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7027920,Nick Sherry,Nick Sherry,Nick Sherry,Nick Sherry,Nick Sherry,,,,,,,Nick Sherry,Nick Sherry,Nick Sherry,,male,1955-11-19,Nick,Nick Sherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7028174,Nick Xenophon,Nick Xenophon,Nick Xenophon,Nick Xenophon,Nick Xenophon,,,,,,尼克·瑟諾芬,Nick Xenophon,Nick Xenophon,Nick Xenophon,尼克·瑟諾芬,male,1959-01-29,Nick,Nick Xenophon,,,https://upload.wikimedia.org/wikipedia/commons/d/d8/2009_07_24_Nick_Xenophon_speaking_cropped.jpg,,Nick Xenophon,Category:Nick Xenophon,Nick Xenophon,Nick Xenophon,Author:Nicholas Xenophon,120127069,1460623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7032631,Nigel Scullion,Nigel Scullion,Nigel Scullion,Nigel Scullion,Nigel Scullion,,,,,,奈格爾·斯卡良,,Nigel Scullion,Nigel Scullion,奈格爾·斯卡良,male,1956-05-04,Nigel,Nigel Scullion,Nigel Scullion,Nigel Scullion,https://upload.wikimedia.org/wikipedia/commons/0/09/Nigel_Scullion.jpg,,,,,,,,,,Nigel Scullion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7146371,Patrick Dodson,Patrick Dodson,Patrick Dodson,Patrick Dodson,Patrick Dodson,,,,,,,,Patrick Dodson,Pat Dodson,,male,1948-01-29,Patrick,Pat Dodson,,,,,,,,,,13382837,609915,,,,,,,,,,Πάτρικ Ντόντσον,0000 0000 7870 2361,n91107538,087888122,36042422,293882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7164452,Penny Wright,Penny Wright,,Penny Wright,Penny Wright,,,,,Пенни Райт,,,Penny Wright,Penny Wright,,female,1961-01-19,Penny,Penny Wright,,,https://upload.wikimedia.org/wikipedia/commons/4/44/Penny_Wright.jpg,,,Category:Penny Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7177677,Peter Whish-Wilson,Peter Whish-Wilson,Peter Whish-Wilson,Peter Whish-Wilson,,,,,,,彼得·威什-威爾森,Peter Whish-Wilson,Peter Whish-Wilson,Peter Whish-Wilson,彼得·威什-威爾森,male,1968-02-24,Peter,Peter Whish-Wilson,,,https://upload.wikimedia.org/wikipedia/commons/8/83/Peter_Whish-Wilson.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7324825,Richard Colbeck,Richard Colbeck,Richard Colbeck,Richard Colbeck,Richard Colbeck,Richard Colbeck,Richard Colbeck,Richard Colbeck,Richard Colbeck,,里察·柯拜克,,Richard Colbeck,Richard Colbeck,里察·柯拜克,male,1958-04-05,Richard,Richard Colbeck,,,https://upload.wikimedia.org/wikipedia/commons/0/02/Richard_Colbeck.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7363550,Ron Boswell,Ron Boswell,Ron Boswell,Ron Boswell,Ron Boswell,,,,,,,Ron Boswell,Ron Boswell,Ron Boswell,,male,1940-12-09,Ron,Ron Boswell,,,https://upload.wikimedia.org/wikipedia/commons/a/a4/Ron_Boswell_in_the_Senate.jpg,,,,,,,,,,,http://www.ronboswell.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7437180,Scott Ryan,,Scott Ryan,Scott Ryan,Scott Ryan,,,,,,斯科特·瑞安,,Scott Ryan,Scott Ryan (Australian politician),斯科特·瑞安,male,1973-05-12,Scott,Scott Ryan (Australian politician),,,https://upload.wikimedia.org/wikipedia/commons/0/01/Malcolm_Turnbull_at_the_Pentagon_2016_cropped.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7440972,Sean Edwards,,Sean Edwards,Sean Edwards,Sean Edwards,,,,,Шон Эдвардс,肖恩·愛德華斯,,Sean Edwards,Sean Edwards (politician),肖恩·愛德華斯,male,1962-01-02,Sean,Sean Edwards (politician),,,https://upload.wikimedia.org/wikipedia/commons/4/49/Senator_Sean_Edwards_(2015).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7518284,Simon Birmingham,Simon Birmingham,Simon Birmingham,Simon Birmingham,Simon Birmingham,,,,,,西蒙·伯明翰,,Simon Birmingham,Simon Birmingham,西蒙·伯明翰,male,1974-06-14,Simon,Simon Birmingham,Simon Birmingham,Simon Birmingham,https://upload.wikimedia.org/wikipedia/commons/1/16/Simon_Birmingham.jpg,,,,,,,305131579,,,Simon Birmingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7610200,Stephen Parry,Stephen Parry,,Stephen Parry,Stephen Parry,,,,,"Пэрри, Стивен",斯蒂芬·帕瑞,,Stephen Parry,Stephen Parry (politician),斯蒂芬·帕瑞,male,1960-10-31,Stephen,Stephen Parry (politician),,,https://upload.wikimedia.org/wikipedia/commons/2/20/Stephen_Parry.jpg,,,,,,,,,,,,,Stephen Parry (homme politique),,,"Пэрри, Стивен",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7901281,Ursula Stephens,Ursula Stephens,Ursula Stephens,Ursula Stephens,Ursula Stephens,,,,,,,Ursula Stephens,Ursula Stephens,Ursula Stephens,,female,1954-07-07,Ursula,Ursula Stephens,,,,,,,,,,,,,Ursula Stephens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8068367,Zed Seselja,Zed Seselja,,Zed Seselja,Zed Seselja,,,,,,澤德·薩撒加,,Zed Seselja,Zed Seselja,澤德·薩撒加,male,1977-03-27,Zed,Zed Seselja,,,https://upload.wikimedia.org/wikipedia/commons/e/e2/Zed_Seselja.jpg,,,,,,,,1537752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q964840,Eric Abetz,Eric Abetz,Eric Abetz,Eric Abetz,Eric Abetz,,,,,,埃瑞克·阿貝茨,Eric Abetz,Eric Abetz,Eric Abetz,埃瑞克·阿貝茨,male,1958-01-25,Eric,Eric Abetz,Eric Abetz,Eric Abetz,https://upload.wikimedia.org/wikipedia/commons/5/56/Eric_Abetz.jpg,,,,,,,,,Eric Abetz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
