id,fullname,birth_date,death_date,img,mandates,source,name,party,area,term
193110,Waldir Soares de Oliveira,1962-11-28,1962-11-28,http://www.camara.gov.br/internet/deputado/bandep/164359.jpg,"Deputado Federal, 2011-2015, GO, PSDB. Dt. Posse: 01/03/2011; Deputado Federal, 2015-2019, GO, PSDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=193110&tipo=0,DELEGADO WALDIR,PR,GO,55
108805,Wanderley Alves de Oliveira,1959-08-28,1959-08-28,http://www.camara.gov.br/internet/deputado/bandep/74172.jpg,"Deputado Federal, 2003-2007, RJ, PV. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, RJ, PSC. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, RJ, PSC. Dt. Posse: 02/03/2011; Deputado Federal, 2015-2019, RJ, PTB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108805&tipo=0,DELEY,PTB,RJ,55
197076,Deoclides Antonio Santos Neto Macedo,1962-12-09,1962-12-09,http://www.camara.gov.br/internet/deputado/bandep/185500.jpg,"Deputado Federal, 2015-2019, MA, PDT. Dt. Posse: 26/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=197076&tipo=0,DEOCLIDES MACEDO,PDT,MA,55
189082,Diego Leonardo de Andrade Carvalho,1977-08-08,1977-08-08,http://www.camara.gov.br/internet/deputado/bandep/160588.jpg,"Deputado Federal, 2011-2015, MG, PR. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, MG, PSD. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189082&tipo=0,DIEGO ANDRADE,PSD,MG,55
195894,Diego Alexsander Goncalo Paula Garcia,2016-10-10,2016-10-10,http://www.camara.gov.br/internet/deputado/bandep/178929.jpg,"Deputado Federal, 2015-2019, PR, PHS. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195894&tipo=0,DIEGO GARCIA,PHS,PR,55
97160,Dilceu João Sperafico,1948-01-26,1948-01-26,http://www.camara.gov.br/internet/deputado/bandep/73768.jpg,"Deputado Federal, 1995-1999, PR, PP. Dt. Posse: 01/02/1995; Deputado Federal, 1999-2003, PR, PPB. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, PR, PPB. Dt. Posse: 01/02/2003; Deputado Federal, 2003-2007, PR, PP. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, PR, PP. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, PR, PP. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97160&tipo=0,DILCEU SPERAFICO,PP,PR,55
189083,Dimas Fabiano Toledo Júnior,1973-05-23,1973-05-23,http://www.camara.gov.br/internet/deputado/bandep/160599.jpg,"Deputado Federal, 2011-2015, MG, PP. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, MG, PP. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189083&tipo=0,DIMAS FABIANO,PP,MG,55
189055,Domingos Gomes de Aguiar Neto,1988-04-29,1988-04-29,http://www.camara.gov.br/internet/deputado/bandep/143632.jpg,"Deputado Federal, 2011-2015, CE, PSB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, CE, PROS. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189055&tipo=0,DOMINGOS NETO,PSD,CE,55
189200,Domingos Sávio Campos Resende,1957-03-25,1957-03-25,http://www.camara.gov.br/internet/deputado/bandep/160758.jpg,"Deputado Federal, 2011-2015, MG, PSDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, MG, PSDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189200&tipo=0,DOMINGOS SÁVIO,PSDB,MG,55
195907,Joao Ferreira Neto,2016-05-08,2016-05-08,http://www.camara.gov.br/internet/deputado/bandep/178940.jpg,"Deputado Federal, 2015-2019, RJ, PR. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195907&tipo=0,DR. JOÃO,PR,RJ,55
189068,Jorge Silva,1952-06-03,1952-06-03,http://www.camara.gov.br/internet/deputado/bandep/160643.jpg,"Deputado Federal, 2011-2015, ES, PDT. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, ES, PROS. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189068&tipo=0,DR. JORGE SILVA,PHS,ES,55
195393,Sinval Malheiros Pinto Júnior,1951-02-23,1951-02-23,http://www.camara.gov.br/internet/deputado/bandep/178830.jpg,"Deputado Federal, 2011-2015, SP, PV. Dt. Posse: 02/01/2015; Deputado Federal, 2015-2019, SP, PV. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195393&tipo=0,DR. SINVAL MALHEIROS,PTN,SP,55
162132,Antonio Duarte Nogueira Junior,1964-05-16,1964-05-16,http://www.camara.gov.br/internet/deputado/bandep/141385.jpg,"Deputado Federal, 2007-2011, SP, PSDB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, SP, PSDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, SP, PSDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162132&tipo=0,DUARTE NOGUEIRA,PSDB,SP,55
195966,Dulce Ferreira Pagani Miranda,,,http://www.camara.gov.br/internet/deputado/bandep/178994.jpg,"Deputada Federal, 2015-2019, TO, PMDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195966&tipo=0,DULCE MIRANDA,PMDB,TO,55
97190,Edson Edinho Coelho Araújo,1949-07-30,1949-07-30,http://www.camara.gov.br/internet/deputado/bandep/73447.jpg,"Deputado Federal, 1995-1999, SP, PMDB. Dt. Posse: 01/02/1995; Deputado Federal, 1999-2001, SP, PMDB. Dt. Posse: 01/02/1999; Deputado Federal, 2011-2015, SP, PMDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, SP, PMDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97190&tipo=0,EDINHO ARAÚJO,PMDB,SP,55
97182,Edson Bez de Oliveira,1950-03-06,1950-03-06,http://www.camara.gov.br/internet/deputado/bandep/73793.jpg,"Deputado Federal, 1995-1999, SC, PMDB. Dt. Posse: 01/02/1995; Deputado Federal, 1999-2003, SC, PMDB. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, SC, PMDB. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, SC, PMDB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, SC, PMDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, SC, PMDB. Dt. Posse: 05/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97182&tipo=0,EDINHO BEZ,PMDB,SC,55
160167,Édio Vieira Lopes,1952-01-04,1952-01-04,http://www.camara.gov.br/internet/deputado/bandep/141417.jpg,"Deputado Federal, 2007-2011, RR, PMDB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, RR, PMDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, RR, PMDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160167&tipo=0,EDIO LOPES,PR,RR,55
189115,Edmar de Souza Arruda,1959-09-26,1959-09-26,http://www.camara.gov.br/internet/deputado/bandep/160578.jpg,"Deputado Federal, 2011-2015, PR, PSC. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, PR, PSC. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189115&tipo=0,EDMAR ARRUDA,PSD,PR,55
195871,Edmilson Brito Rodrigues,,,http://www.camara.gov.br/internet/deputado/bandep/134812.jpg,"Deputado Federal, 2015-2019, PA, PSOL. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195871&tipo=0,EDMILSON RODRIGUES,PSOL,PA,55
97219,Eduardo Luiz Barros Barbosa,1958-08-25,1958-08-25,http://www.camara.gov.br/internet/deputado/bandep/74655.jpg,"Deputado Federal, 1995-1999, MG, PSDB. Dt. Posse: 01/02/1995; Deputado Federal, 1999-2003, MG, PSDB. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, MG, PSDB. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, MG, PSDB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, MG, PSDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, MG, PSDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97219&tipo=0,EDUARDO BARBOSA,PSDB,MG,55
195945,Eduardo Nantes Bolsonaro,2016-10-07,2016-10-07,http://www.camara.gov.br/internet/deputado/bandep/92346.jpg,"Deputado Federal, 2015-2019, SP, PSC. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195945&tipo=0,EDUARDO BOLSONARO,PSC,SP,55
108043,Eduardo Cosentino da Cunha,1958-09-29,1958-09-29,http://www.camara.gov.br/internet/deputado/bandep/74173.jpg,"Deputado Federal, 2003-2007, RJ, PPB. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, RJ, PMDB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, RJ, PMDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, RJ, PMDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108043&tipo=0,EDUARDO CUNHA,PMDB,RJ,55
195946,Eduardo Pedrosa Cury,,,http://www.camara.gov.br/internet/deputado/bandep/178977.jpg,"Deputado Federal, 2015-2019, SP, PSDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195946&tipo=0,EDUARDO CURY,PSDB,SP,55
162412,Eduardo Henrique da Fonte de Albuquerque Silva,1972-10-17,1972-10-17,http://www.camara.gov.br/internet/deputado/bandep/141421.jpg,"Deputado Federal, 2007-2011, PE, PP. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, PE, PP. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, PE, PP. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162412&tipo=0,EDUARDO DA FONTE,PP,PE,55
162606,Efraim de Araújo Morais Filho,1979-03-18,1979-03-18,http://www.camara.gov.br/internet/deputado/bandep/141422.jpg,"Deputado Federal, 2007-2011, PB, PFL. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, PB, DEM. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, PB, DEM. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162606&tipo=0,EFRAIM FILHO,DEM,PB,55
97234,Elcione Therezinha Zahluth Barbalho,1944-10-05,1944-10-05,http://www.camara.gov.br/internet/deputado/bandep/74075.jpg,"Deputada Federal, 1995-1999, PA, PMDB. Dt. Posse: 01/02/1995; Deputada Federal, 1999-2003, PA, PMDB. Dt. Posse: 01/02/1999; Deputada Federal, 2007-2011, PA, PMDB. Dt. Posse: 01/02/2007; Deputada Federal, 2011-2015, PA, PMDB. Dt. Posse: 01/02/2011; Deputada Federal, 2015-2019, PA, PMDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97234&tipo=0,ELCIONE BARBALHO,PMDB,PA,55
189162,Adriano Eli Corrêa,1976-01-13,1976-01-13,http://www.camara.gov.br/internet/deputado/bandep/160532.jpg,"Deputado Federal, 2011-2015, SP, DEM. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, SP, DEM. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189162&tipo=0,ELI CORREA FILHO,DEM,SP,55
197059,Elizeu Dionizio Souza da Silva,1982-01-24,1982-01-24,http://www.camara.gov.br/internet/deputado/bandep/181316.jpg,"Deputado Federal, 2015-2019, MS, SD. Dt. Posse: 10/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=197059&tipo=0,ELIZEU DIONIZIO,PSDB,MS,55
195844,Eliziane Pereira Gama Ferreira,,,http://www.camara.gov.br/internet/deputado/bandep/178883.jpg,"Deputada Federal, 2015-2019, MA, PPS. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195844&tipo=0,ELIZIANE GAMA,PPS,MA,55
195812,Elmar Jose Vieira Nascimento,2016-06-07,2016-06-07,http://www.camara.gov.br/internet/deputado/bandep/178854.jpg,"Deputado Federal, 2015-2019, BA, DEM. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195812&tipo=0,ELMAR NASCIMENTO,DEM,BA,55
195895,Enio José Verri,,,http://www.camara.gov.br/internet/deputado/bandep/132504.jpg,"Deputado Federal, 2015-2019, PR, PT. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195895&tipo=0,ENIO VERRI,PT,PR,55
189061,Érika Jucá Kokay,1957-08-15,1957-08-15,http://www.camara.gov.br/internet/deputado/bandep/160575.jpg,"Deputada Federal, 2011-2015, DF, PT. Dt. Posse: 01/02/2011; Deputada Federal, 2015-2019, DF, PT. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189061&tipo=0,ERIKA KOKAY,PT,DF,55
189044,Erivelton Lima Santana,1965-01-29,1965-01-29,http://www.camara.gov.br/internet/deputado/bandep/99654.jpg,"Deputado Federal, 2011-2015, BA, PSC. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, BA, PSC. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189044&tipo=0,ERIVELTON SANTANA,PEN,BA,55
189202,Eros Ferreira Biondini,1971-05-20,1971-05-20,http://www.camara.gov.br/internet/deputado/bandep/160640.jpg,"Deputado Federal, 2011-2015, MG, PTB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, MG, PTB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189202&tipo=0,EROS BIONDINI,PROS,MG,55
123048,Esperidião Amin Helou Filho,1947-12-21,1947-12-21,http://www.camara.gov.br/internet/deputado/bandep/160649.jpg,"Deputado Federal, 1979-1983, SC, ARENA. Dt. Posse: 01/02/1979; Deputado Federal, 2011-2015, SC, PP. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, SC, PP. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=123048&tipo=0,ESPERIDIÃO AMIN,PP,SC,55
195831,Evair Vieira de Melo,2016-02-04,2016-02-04,http://www.camara.gov.br/internet/deputado/bandep/178871.jpg,"Deputado Federal, 2015-2019, ES, PV. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195831&tipo=0,EVAIR DE MELO,PV,ES,55
195788,Evandro Herrera Bertone Gussi,2016-11-09,2016-11-09,http://www.camara.gov.br/internet/deputado/bandep/178828.jpg,"Deputado Federal, 2015-2019, SP, PV. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195788&tipo=0,EVANDRO GUSSI,PV,SP,55
195896,Evandro Rogerio Roman,2016-03-03,2016-03-03,http://www.camara.gov.br/internet/deputado/bandep/178930.jpg,"Deputado Federal, 2015-2019, PR, PSD. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195896&tipo=0,EVANDRO ROMAN,PSD,PR,55
195921,Expedito Goncalves Ferreira Netto,2016-05-10,2016-05-10,http://www.camara.gov.br/internet/deputado/bandep/178953.jpg,"Deputado Federal, 2015-2019, RO, SD. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195921&tipo=0,EXPEDITO NETTO,PSD,RO,55
195866,Ezequiel Angelo Fonseca,,,http://www.camara.gov.br/internet/deputado/bandep/178904.jpg,"Deputado Federal, 2015-2019, MT, PP. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195866&tipo=0,EZEQUIEL FONSECA,PP,MT,55
195908,Ezequiel Cortaz Teixeira,,,http://www.camara.gov.br/internet/deputado/bandep/178941.jpg,"Deputado Federal, 2015-2019, RJ, SD. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195908&tipo=0,EZEQUIEL TEIXEIRA,PTN,RJ,55
195909,Fabiano Taques Horta,,,http://www.camara.gov.br/internet/deputado/bandep/146829.jpg,"Deputado Federal, 2015-2019, RJ, PT. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195909&tipo=0,FABIANO HORTA,PT,RJ,55
161114,Fábio Salustino Mesquita de Faria,1977-09-01,1977-09-01,http://www.camara.gov.br/internet/deputado/bandep/141428.jpg,"Deputado Federal, 2007-2011, RN, PMN. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, RN, PMN. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, RN, PSD. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161114&tipo=0,FÁBIO FARIA,PSD,RN,55
195867,Fabio Paulino Garcia,,,http://www.camara.gov.br/internet/deputado/bandep/178905.jpg,"Deputado Federal, 2015-2019, MT, PSB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195867&tipo=0,FABIO GARCIA,PSB,MT,55
195937,Fabio Cruz Mitidieri,,,http://www.camara.gov.br/internet/deputado/bandep/178969.jpg,"Deputado Federal, 2015-2019, SE, PSD. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195937&tipo=0,FÁBIO MITIDIERI,PSD,SE,55
161669,Fábio Augusto Ramalho Dos Santos,1961-12-22,1961-12-22,http://www.camara.gov.br/internet/deputado/bandep/141427.jpg,"Deputado Federal, 2007-2011, MG, PV. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, MG, PV. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, MG, PV. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161669&tipo=0,FÁBIO RAMALHO,PMDB,MG,55
194215,Fabio de Almeida Reis,1977-04-15,1977-04-15,http://www.camara.gov.br/internet/deputado/bandep/171623.jpg,"Deputado Federal, 2011-2015, SE, PMDB. Dt. Posse: 03/01/2013; Deputado Federal, 2015-2019, SE, PMDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=194215&tipo=0,FABIO REIS,PMDB,SE,55
195838,Fabio Fernandes de Sousa,2016-11-09,2016-11-09,http://www.camara.gov.br/internet/deputado/bandep/178877.jpg,"Deputado Federal, 2015-2019, GO, PSDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195838&tipo=0,FÁBIO SOUSA,PSDB,GO,55
201562,Fabricio José Satiro de Oliveira,1975-07-01,1975-07-01,http://www.camara.gov.br/internet/deputado/bandep/190149.jpg,"Deputado Federal, 2015-2019, SC, PSB. Dt. Posse: 08/07/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=201562&tipo=0,FABRICIO OLIVEIRA,PSB,SC,55
195947,Fausto Ruy Pinato,2016-01-06,2016-01-06,http://www.camara.gov.br/internet/deputado/bandep/66828.jpg,"Deputado Federal, 2015-2019, SP, PRB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195947&tipo=0,FAUSTO PINATO,PP,SP,55
160506,Felipe Leone Bornier de Oliveira,1978-12-26,1978-12-26,http://www.camara.gov.br/internet/deputado/bandep/141430.jpg,"Deputado Federal, 2007-2011, RJ, PHS. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, RJ, PHS. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, RJ, PSD. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160506&tipo=0,FELIPE BORNIER,PROS,RJ,55
195881,Felipe Augusto Lyra Carreras,,,http://www.camara.gov.br/internet/deputado/bandep/72442.jpg,"Deputado Federal, 2015-2019, PE, PSB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195881&tipo=0,FELIPE CARRERAS,PSB,PE,55
160023,Felipe Catalão Maia,1973-12-07,1973-12-07,http://www.camara.gov.br/internet/deputado/bandep/141429.jpg,"Deputado Federal, 2007-2011, RN, PFL. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, RN, DEM. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, RN, DEM. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160023&tipo=0,FELIPE MAIA,DEM,RN,55
189045,Felix de Almeida Mendonça Júnior,1963-11-29,1963-11-29,http://www.camara.gov.br/internet/deputado/bandep/160666.jpg,"Deputado Federal, 2011-2015, BA, PDT. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, BA, PDT. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189045&tipo=0,FÉLIX MENDONÇA JÚNIOR,PDT,BA,55
159991,Fernando Bezerra de Souza Coelho Filho,1984-02-28,1984-02-28,http://www.camara.gov.br/internet/deputado/bandep/141431.jpg,"Deputado Federal, 2007-2011, PE, PSB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, PE, PSB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, PE, PSB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=159991&tipo=0,FERNANDO COELHO FILHO,PSB,PE,55
189116,Fernando Destito Francischini,1970-03-26,1970-03-26,http://www.camara.gov.br/internet/deputado/bandep/160646.jpg,"Deputado Federal, 2011-2015, PR, PSDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, PR, SD. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189116&tipo=0,FERNANDO FRANCISCHINI,SD,PR,55
193102,Fernando Antônio Ceciliano Jordão,1952-06-23,1952-06-23,http://www.camara.gov.br/internet/deputado/bandep/163831.jpg,"Deputado Federal, 2011-2015, RJ, PMDB. Dt. Posse: 21/02/2011; Deputado Federal, 2015-2019, RJ, PMDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=193102&tipo=0,FERNANDO JORDÃO,PMDB,RJ,55
99300,Fernando Stephan Marroni,1956-07-31,1956-07-31,http://www.camara.gov.br/internet/deputado/bandep/73481.jpg,"Deputado Federal, 1999-2001, RS, PT. Dt. Posse: 01/02/1999; Deputado Federal, 2009-2011, RS, PT. Dt. Posse: 06/01/2009; Deputado Federal, 2011-2015, RS, PT. Dt. Posse: 03/02/2011; Deputado Federal, 2015-2019, RS, PT. Dt. Posse: 09/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99300&tipo=0,FERNANDO MARRONI,PT,RS,55
196022,Fernando Monteiro de Albuquerque,1976-09-17,1976-09-17,http://www.camara.gov.br/internet/deputado/bandep/92699.jpg,"Deputado Federal, 2015-2019, PE, PP. Dt. Posse: 04/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=196022&tipo=0,FERNANDO MONTEIRO,PP,PE,55
189046,Fernando Dantas Torres,1968-12-28,1968-12-28,http://www.camara.gov.br/internet/deputado/bandep/160676.jpg,"Deputado Federal, 2011-2015, BA, DEM. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, BA, PSD. Dt. Posse: 03/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189046&tipo=0,FERNANDO TORRES,PSD,BA,55
189199,Flávia Carreiro Albuquerque Morais,1969-04-26,1969-04-26,http://www.camara.gov.br/internet/deputado/bandep/160598.jpg,"Deputada Federal, 2011-2015, GO, PDT. Dt. Posse: 01/02/2011; Deputada Federal, 2015-2019, GO, PDT. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189199&tipo=0,FLÁVIA MORAIS,PDT,GO,55
162079,Flaviano Flávio Baptista de Melo,1949-11-17,1949-11-17,http://www.camara.gov.br/internet/deputado/bandep/141434.jpg,"Deputado Federal, 2007-2011, AC, PMDB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, AC, PMDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, AC, PMDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162079&tipo=0,FLAVIANO MELO,PMDB,AC,55
195948,Flavio Augusto da Silva,,,http://www.camara.gov.br/internet/deputado/bandep/178978.jpg,"Deputado Federal, 2015-2019, SP, PSB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195948&tipo=0,FLAVINHO,PSB,SP,55
201603,Flávio Rodrigues Nogueira,1953-02-27,1953-02-27,http://www.camara.gov.br/internet/deputado/bandep/191923.jpg,"Deputado Federal, 2015-2019, PI, PDT. Dt. Posse: 06/10/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=201603&tipo=0,FLAVIO NOGUEIRA,PDT,PI,55
195949,Antonio Floriano Pereira Pesaro,,,http://www.camara.gov.br/internet/deputado/bandep/178979.jpg,"Deputado Federal, 2015-2019, SP, PSDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195949&tipo=0,FLORIANO PESARO,PSDB,SP,55
195869,Francisco Alves de Aguiar,,,http://www.camara.gov.br/internet/deputado/bandep/178907.jpg,"Deputado Federal, 2015-2019, PA, PSD. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195869&tipo=0,FRANCISCO CHAPADINHA,PTN,PA,55
