id,name__sk,name__eo,name__cs,name,wikipedia__cs,wikipedia__sk,wikipedia__skwikiquote,gender,given_name,original_wikiname,name__en,name__de,name__ru,name__pl,wikipedia__en,wikipedia__pl,birth_date,name__hu,name__es,name__fr,name__nl,name__be_tarask,name__nb,name__da,name__nn,name__sv,wikipedia__be_x_old,wikipedia__commons,wikipedia__de,wikipedia__hu,wikipedia__ru,wikipedia__zh,image,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__freebase,identifier__NKC,name__ar,name__it,wikipedia__ar,wikipedia__fr,wikipedia__it,identifier__BNF,family_name,name__be,name__he,name__ca,name__fi,name__uk,name__ga,wikipedia__be,wikipedia__ca,wikipedia__eo,wikipedia__es,wikipedia__fi,wikipedia__ga,wikipedia__he,wikipedia__nl,wikipedia__sv,wikipedia__uk,identifier__EuroparlMEP,name__eu,name__ko,name__oc,name__lv,name__gl,name__id,name__ja,name__pt,name__tr,name__rue,name__io,name__bg,name__sr,name__ka,name__hr,wikipedia__bg,wikipedia__cswikiquote,wikipedia__gl,wikipedia__hr,wikipedia__id,wikipedia__io,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__lv,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__rue,wikipedia__sr,wikipedia__tr,website,name__lb,name__zh,name__ta,name__yo,name__ms,name__et,name__el,name__mr,name__pt_br,name__vi,name__ie,name__fa,name__lmo,name__mk,name__la,wikipedia__da,wikipedia__el,wikipedia__et,wikipedia__fa,wikipedia__huwikiquote,wikipedia__ie,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__mr,wikipedia__ms,wikipedia__plwikiquote,wikipedia__ta,wikipedia__ukwikiquote,wikipedia__vi,wikipedia__yo,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__co,name__cy,name__fur,name__gd,name__gsw,name__is,name__li,name__lij,name__lt,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__ro,name__sc,name__scn,name__sco,name__sl,name__sq,name__vec,name__vls,name__wa,name__tt,name__de_ch,name__en_ca,name__en_gb,wikipedia__itwikiquote,identifier__IMDB,identifier__AlloCine,identifier__allmovie
Q1675587,Ivan Mikloš,,Ivan Mikloš,Ivan Mikloš,Ivan Mikloš,Ivan Mikloš,Ivan Mikloš,male,Ivan,Ivan Mikloš,Ivan Mikloš,Ivan Mikloš,,Ivan Mikloš,Ivan Mikloš,Ivan Mikloš,1960-06-02,,Ivan Mikloš,Ivan Mikloš,Ivan Mikloš,,,,,,,,Ivan Mikloš,,,,https://upload.wikimedia.org/wikipedia/commons/0/03/Ivan_Mikloš.jpg,0000 0001 1449 8987,84082457,143551264,,153117389,/m/02x85tc,,,,,Ivan Mikloš,,,,,,,,Іван Міклош,,,,,,,,,,,Іван Міклош,,,,,,,,,,,Іван Міклош,,,,,,,,,,,,,,,,,,,,Іван Міклош,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17315719,Branislav Škripek,,,Branislav Škripek,,Branislav Škripek,,male,Branislaw,Branislav Škripek,Branislav Škripek,Branislaw Škripek,,Branislav Škripek,,Branislav Škripek,1970-08-30,,,Branislav Škripek,,,,,,,,,Branislaw Škripek,,,,,,,,,,,,,,,Branislav Škripek,,,,,,,,,,,,,,,,,,,,124927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17330556,Peter Pellegrini,,Peter Pellegrini,Peter Pellegrini,Peter Pellegrini,Peter Pellegrini,,male,Peter,Peter Pellegrini,Peter Pellegrini,Peter Pellegrini,,Peter Pellegrini,Peter Pellegrini,Peter Pellegrini,1975-10-06,,,Peter Pellegrini,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/64/Peter_Pellegrini_-_2015.jpg,,,,,,,,,,,Peter Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17413013,Štefan Kuffa,,Štefan Kuffa,Štefan Kuffa,Štefan Kuffa,Štefan Kuffa,,male,Štefan,Štefan Kuffa,Štefan Kuffa,Štefan Kuffa,,,,,1961-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17416468,Pavol Pavlis,,,Pavol Pavlis,,Pavol Pavlis,,male,Pavol,Pavol Pavlis,Pavol Pavlis,,,,,,1961-01-12,,,Pavol Pavlis,,,,,,,,,,,,,,,,,,,,,,,,Pavol Pavlis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18341552,Jozef Kollár (politik),,,Jozef Kollár (politik),,Jozef Kollár (politik),,male,Jozef,Jozef Kollár (politik),,,,Jozef Kollár,,Jozef Kollár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1894613,Marek Maďarič,,Marek Maďarič,Marek Maďarič,Marek Maďarič,Marek Maďarič,Marek Maďarič,male,Marek,Marek Maďarič,Marek Maďarič,Marek Maďarič,,Marek Maďarič,Marek Maďarič,Marek Maďarič,1967-11-20,,,Marek Maďarič,,,,,,,,,Marek Maďarič,,,,,,,,,,/m/0pb3yqb,,,Marek Maďarič,,Marek Maďarič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1903861,Martin Glváč,,Martin Glváč,Martin Glváč,Martin Glváč,Martin Glváč,,male,Martin,Martin Glváč,Martin Glváč,Martin Glváč,,Martin Glváč,Martin Glváč,Martin Glváč,1967-11-20,,,Martin Glváč,Martin Glváč,,,,,,,,Martin Glváč,,,,,,,,,,/m/0p8ssv_,,,,,Martin Glváč,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q212765,Mikuláš Dzurinda,,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,male,Mikuláš,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,"Дзуринда, Микулаш",Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,1955-02-04,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,Мікулаш Дзурында,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,Мікулаш Дзурында,,Mikuláš Dzurinda,Mikuláš Dzurinda,"Дзуринда, Микулаш",,https://upload.wikimedia.org/wikipedia/commons/5/56/DzurindaMik2.jpg,0000 0000 7852 7639,3412352,124699707,no2003006377,,/m/022lhw,,ميكولاش دزوريندا,Mikuláš Dzurinda,ميكولاش دزوريندا,Mikuláš Dzurinda,Mikuláš Dzurinda,16196464t,,Мікулаш Дзурында,,,Mikuláš Dzurinda,Мікулаш Дзурінда,,Мікулаш Дзурында,,,Mikuláš Dzurinda,Mikuláš Dzurinda,,,Mikuláš Dzurinda,Mikuláš Dzurinda,Мікулаш Дзурінда,,,미쿨라시 주린다,Mikuláš Dzurinda,Mikulāšs Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,ミクラーシュ・ズリンダ,Mikuláš Dzurinda,Mikuláš Dzurinda,Микулаш Дзурінда,Mikuláš Dzurinda,Микулаш Дзуринда,Микулаш Дзуринда,მიკულაშ ძურინდა,Mikuláš Dzurinda,Микулаш Дзуринда,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,ミクラーシュ・ズリンダ,მიკულაშ ძურინდა,미쿨라시 주린다,Mikulāšs Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,Микулаш Дзурінда,Микулаш Дзуринда,Mikuláš Dzurinda,http://www.vlada.gov.sk/dzurinda_en/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2650392,Igor Choma,,,Igor Choma,,Igor Choma,,male,Igor,Igor Choma,,,,,,,1964-01-28,Igor Choma,,,,,,,,,,,,Igor Choma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q283359,Béla Bugár,,Béla Bugár,Béla Bugár,Béla Bugár,Béla Bugár,Béla Bugár,male,Béla,Béla Bugár,Béla Bugár,Béla Bugár,Бела Бугар,Béla Bugár,Béla Bugár,Béla Bugár,1958-07-07,Bugár Béla,Béla Bugár,Béla Bugár,Béla Bugár,Бэла Бугар,Béla Bugár,Béla Bugár,Béla Bugár,Béla Bugár,Бэла Бугар,Category:Béla Bugár,Béla Bugár,Bugár Béla (politikus),"Бугар, Бела",貝拉·布加爾,https://upload.wikimedia.org/wikipedia/commons/8/87/Béla_Bugár.jpg,0000 0001 1472 4307,50337394,130558281,n2005003490,086856561,/m/0bkjlk,jo2004213409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3014377,Daniel Lipšic,,Daniel Lipšic,Daniel Lipšic,Daniel Lipšic,Daniel Lipšic,Daniel Lipšic,male,Daniel,Daniel Lipšic,Daniel Lipšic,Daniel Lipšic,,Daniel Lipšic,Daniel Lipšic,Daniel Lipšic,1973-07-08,,,Daniel Lipšic,Daniel Lipšic,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3e/Hryschenko-Lipšic_cropped.png,,84240888,,,175099030,/m/02p_nms,,,,,Daniel Lipšic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3090968,Martin Fedor,,Martin Fedor,Martin Fedor,Martin Fedor,Martin Fedor,,male,Martin,Martin Fedor,Martin Fedor,Martin Fedor,,Martin Fedor,Martin Fedor,Martin Fedor,1974-03-04,,Martin Fedor,Martin Fedor,Martin Fedor,,,,,,,,,,,,,,300413330,,,,/m/02x8df5,,,,,Martin Fedor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3090972,Lucia Žitňanská,,Lucia Žitňanská,Lucia Žitňanská,Lucia Žitňanská,Lucia Žitňanská,,female,Lucia,Lucia Žitňanská,Lucia Žitňanská,Lucia Žitňanská,,Lucia Žitňanská,Lucia Žitňanská,Lucia Žitňanská,1964-07-03,,,Lucia Žitňanská,Lucia Žitňanská,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/29/Lucia_Zitnanska.jpg,,125731153,,,154124354,/m/02z0g3g,,,,,Lucia Žitňanská,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3090990,Ľudovít Kaník,,Ľudovít Kaník,Ľudovít Kaník,Ľudovít Kaník,Ľudovít Kaník,,male,,Ľudovít Kaník,Ľudovít Kaník,,,Ľudovít Kaník,Ľudovít Kaník,Ľudovít Kaník,1965-09-01,,,Ľudovít Kaník,,,,,,,,,,,,,,,84239704,,,,/m/0ch3z47,,,,,Ľudovít Kaník,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3090991,Martin Fronc,,Martin Fronc,Martin Fronc,Martin Fronc,Martin Fronc,,male,Martin,Martin Fronc,Martin Fronc,Martin Fronc,,Martin Fronc,Martin Fronc,Martin Fronc,1947-11-28,,Martin Fronc,Martin Fronc,Martin Fronc,,,,,,,,,,,,,,84342753,,,,/m/02z2rzg,,,,,Martin Fronc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3133564,Jozef Mihál,,Jozef Mihál,Jozef Mihál,Jozef Mihál,Jozef Mihál,,male,Jozef,Jozef Mihál,Jozef Mihál,Jozef Mihál,,Jozef Mihál,Jozef Mihál,Jozef Mihál,1965-03-18,,Jozef Mihál,Jozef Mihál,Jozef Mihál,,,,,,,,,,,,,,122341806,,,,/m/0g5r0nf,,,,,Jozef Mihál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3190144,Juraj Miškov,,Juraj Miškov,Juraj Miškov,Juraj Miškov,Juraj Miškov,,male,Juraj,Juraj Miškov,Juraj Miškov,,,Juraj Miškov,,Juraj Miškov,1973-04-15,,,Juraj Miškov,,,,,,,,,,,,,,,,,,,,,,,,Juraj Miškov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3431152,Richard Raši,,Richard Raši,Richard Raši,Richard Raši,Richard Raši,,male,Richard,Richard Raši,Richard Raši,Richard Raši,,Richard Raši,Richard Raši,Richard Raši,1971-04-02,,,Richard Raši,Richard Raši,,Richard Raši,Richard Raši,Richard Raši,Richard Raši,,,,,,,,,90623159,,,,/m/0wxn83s,,,,,Richard Raši,,,,,,,,,,,,,,,,,,,,,,,Richard Raši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рихард Раши,,,,,,,
Q344710,Ľubomír Galko,,Ľubomír Galko,Ľubomír Galko,Ľubomír Galko,Ľubomír Galko,,male,,Ľubomír Galko,Ľubomír Galko,Ľubomír Galko,,Ľubomír Galko,Ľubomír Galko,Ľubomír Galko,1968-02-14,Ľubomír Galko,Ľubomír Galko,Ľubomír Galko,Ľubomír Galko,,,,,,,,Ľubomír Galko,Ľubomír Galko,,,https://upload.wikimedia.org/wikipedia/commons/a/a4/Ľubomír_Galko.jpg,,,,,,/m/0hn8bcd,,,,,Ľubomír Galko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q344731,Ľubomír Jahnátek,,Ľubomír Jahnátek,Ľubomír Jahnátek,Ľubomír Jahnátek,Ľubomír Jahnátek,Ľubomír Jahnátek,male,,Ľubomír Jahnátek,Ľubomír Jahnátek,Ľubomír Jahnátek,,Ľubomír Jahnátek,Ľubomír Jahnátek,,1954-09-16,,Ľubomír Jahnátek,Ľubomír Jahnátek,,,,,,,,,Ľubomír Jahnátek,,,,,,84648696,,,,/m/0pb67yy,,,,,Ľubomír Jahnátek,,,,,,,,,,,,,Ľubomír Jahnátek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q345001,Ľubomír Vážny,,Ľubomír Vážny,Ľubomír Vážny,Ľubomír Vážny,Ľubomír Vážny,Ľubomír Vážny,male,,Ľubomír Vážny,,Ľubomír Vážny,,Ľubomír Vážny,,Ľubomír Vážny,1957-07-15,,,,,,,,,,,,Ľubomír Vážny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3492988,Július Brocka,,Július Brocka,Július Brocka,Július Brocka,Július Brocka,,male,Július,Július Brocka,Július Brocka,Július Brocka,,Július Brocka,,Július Brocka,1957-01-01,,,,,,,,,,,,,,,,,,127146132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3495028,Pavol Frešo,,Pavol Frešo,Pavol Frešo,Pavol Frešo,Pavol Frešo,,male,Pavol,Pavol Frešo,Pavol Frešo,Pavol Frešo,,Pavol Frešo,Pavol Frešo,Pavol Frešo,1969-04-21,,,,Pavol Frešo,,,,,,,,,,,,,,,,,,/m/0k0vm7t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3507463,Pavol Abrhan,,Pavol Abrhan,Pavol Abrhan,Pavol Abrhan,Pavol Abrhan,,male,Pavol,Pavol Abrhan,,,,Pavol Abrhan,,Pavol Abrhan,1957-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q356253,Ján Figeľ,Ján Figeľ,Ján Figeľ,Ján Figeľ,Ján Figeľ,Ján Figeľ,Ján Figeľ,male,Ján,Ján Figeľ,Ján Figeľ,Ján Figeľ,Ян Фигель,Ján Figeľ,Ján Figeľ,Ján Figeľ,1960-01-20,,Ján Figeľ,Ján Figeľ,Ján Figeľ,,Ján Figeľ,Ján Figeľ,Ján Figeľ,Ján Figeľ,,,Ján Figeľ,,"Фигель, Ян",揚·費格爾,https://upload.wikimedia.org/wikipedia/commons/a/ad/Ján_Figel.jpg,,84612668,,,136825354,/m/052yvl,,,Ján Figeľ,,Ján Figeľ,Ján Figeľ,,,Ян Фігель,ז'אן פיגל,Ján Figel',Ján Figeľ,Ян Фіґель,Ján Figeľ,Ян Фігель,Ján Figel',Ján Figeľ,Ján Figeľ,Ján Figeľ,Ján Figeľ,ז'אן פיגל,Ján Figeľ,Ján Figeľ,Ян Фігель,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q376787,Magda Vášáryová,,Magda Vášáryová,Magda Vášáryová,Magda Vášáryová,Magda Vášáryová,,female,Magda,Magdaléna Vášáryová,Magdaléna Vášáryová,Magda Vášáryová,Магда Вашариова,Magda Vášáryová,Magdaléna Vášáryová,Magda Vášáryová,1948-08-26,,Magdaléna Vášáryová,Magdaléna Vášáryová,Magdaléna Vášáryová,Магда Вашар’ява,,,,,Магда Вашар’ява,,Magda Vášáryová,,"Вашариова, Магда",,https://upload.wikimedia.org/wikipedia/commons/6/68/Magda_Vášáryová_(oktober_2011)_1.jpg,0000 0001 0960 1193,24221008,13474845X,no98091774,142603384,/m/0chfy_,jn19992001402,,Magdaléna Vášáryová,,Magda Vášáryová,Magdaléna Vášáryová,142373068,,,,,Magda Vášáryová,,,,,,,Magda Vášáryová,,,,,,,,,,,,,,,,,,,,,,,Magda Vášáryová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magda Vášáryová,Magdaléna Vášáryová,Magdaléna Vášáryová,Magdaléna Vášáryová,nm0890330,8259,p230041
Q4177290,Jaroslav Baška,,Jaroslav Baška,Jaroslav Baška,Jaroslav Baška,Jaroslav Baška,,male,Jaroslav,Jaroslav Baška,,,,Jaroslav Baška,,Jaroslav Baška,1975-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q433571,Viera Tomanová,,Viera Tomanová,Viera Tomanová,Viera Tomanová,Viera Tomanová,Viera Tomanová,female,Viera,Viera Tomanová,Viera Tomanová,Viera Tomanová,,,Viera Tomanová,,1948-02-05,,Viera Tomanová,,Viera Tomanová,,,,,,,,Viera Tomanová,,,,,,120096683,,,,/m/03wgl_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q546561,Jozef Mikuš,,,Jozef Mikuš,,Jozef Mikuš,,male,Jozef,Jozef Mikuš,,,,Jozef Mikuš,,Jozef Mikuš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q552534,Peter Kažimír,,Peter Kažimír,Peter Kažimír,Peter Kažimír,Peter Kažimír,,male,Peter,Peter Kažimír,Peter Kažimír,Peter Kažimír,,Peter Kažimír,Peter Kažimír,Peter Kažimír,1968-06-28,Peter Kažimír,,Peter Kažimír,,,,,,,,,Peter Kažimír,Peter Kažimír,,,,,,,,,/m/0t553wg,,,,,Peter Kažimír,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q552706,Igor Matovič,,,Igor Matovič,,Igor Matovič,,male,Igor,Igor Matovič,Igor Matovič,Igor Matovič,,Igor Matovič,Igor Matovič,Igor Matovič,1973-05-11,,,Igor Matovič,Igor Matovič,,,,,,,,Igor Matovič,,,,https://upload.wikimedia.org/wikipedia/commons/b/bf/Igor_Matovič.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57606,Robert Fico,Robert Fico,Robert Fico,Robert Fico,Robert Fico,Robert Fico,Robert Fico,male,Robert,Robert Fico,Robert Fico,Robert Fico,"Фицо, Роберт",Robert Fico,Robert Fico,Robert Fico,1964-09-15,Robert Fico,Robert Fico,Robert Fico,Robert Fico,Робэрт Фіца,Robert Fico,Robert Fico,Robert Fico,Robert Fico,Робэрт Фіца,Category:Robert Fico,Robert Fico,Robert Fico,"Фицо, Роберт",罗伯特·菲乔,https://upload.wikimedia.org/wikipedia/commons/4/49/Robert_Fico_crop.jpg,0000 0001 0967 6494,43561737,,n96011805,,/m/0bkjs4,,روبرت فيتسو,Robert Fico,روبرت فيتسو,Robert Fico,Robert Fico,,,Роберт Фіца,רוברט פיצו,Robert Fico,Robert Fico,Роберт Фіцо,,Роберт Фіца,Robert Fico,Robert Fico,Robert Fico,Robert Fico,,רוברט פיצו,Robert Fico,Robert Fico,Роберт Фіцо,23869,,로베르트 피초,Robert Fico,,,Robert Fico,ロベルト・フィツォ,Robert Fico,Robert Fico,,Robert Fico,Роберт Фицо,Роберт Фицо,რობერტ ფიცო,Robert Fico,Роберт Фицо,Robert Fico,,Robert Fico,Robert Fico,Robert Fico,ロベルト・フィツォ,რობერტ ფიცო,로베르트 피초,,Robert Fico,Robert Fico,Robert Fico,Robert Fico,,Роберт Фицо,Robert Fico,,Robert Fico,罗伯特·菲乔,இராபர்ட் பிகோ,Robert Fico,Robert Fico,Robert Fico,Ρόμπερτ Φίτσο,रॉबर्ट फायको,Robert Fico,Robert Fico,Robert Fico,رابرت فیکو,Robert Fico,Роберт Фицо,Robertus Fico,Robert Fico,Ρόμπερτ Φίτσο,Robert Fico,رابرت فیکو,Robert Fico,Robert Fico,Robertus Fico,Robert Fico,Robert Fico,रॉबर्ट फायको,Robert Fico,Robert Fico,இராபர்ட் பிகோ,Роберт Фіцо,Robert Fico,Robert Fico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q586798,Richard Sulík,Richard Sulík,Richard Sulík,Richard Sulík,Richard Sulík,Richard Sulík,,male,Richard,Richard Sulík,Richard Sulík,Richard Sulík,"Сулик, Рихард",Richard Sulík,Richard Sulík,Richard Sulík,1968-01-12,,Richard Sulík,Richard Sulík,Richard Sulík,,,,,,,,Richard Sulík,,"Сулик, Рихард",理查德·蘇里克,https://upload.wikimedia.org/wikipedia/commons/e/ea/Richard_Sulík_-2011-.jpg,,100844214,,,,/m/09v7vj8,,,,,Richard Sulík,,,,,,,,,,,,Richard Sulík,,,,,,,,124928,,,,,,,,,,,,,,,,,Richard Sulík,,,,,,,,,,,,,,,,http://sulik.sk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
