id,party_id,party,constituency,birth_date,gender,name,family_name,given_name,sort_name,website,email,facebook,twitter,linkedin,image,source,start_date,end_date,term,substitute,death_date
0618583795602,S,Socialdemokraterna,"",1946,male,Sören Lekberg,Lekberg,Sören,Sören,http://www.socialdemokraterna.se/sorenlekberg,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0618583795602_max.jpg,http://data.riksdagen.se/person/0618583795602,1994-10-03,1998-10-05,1994,,
0782713019602,KD,Kristdemokraterna,Västra Götalands läns östra,1946,male,Holger Gustafsson,Gustafsson,Holger,Holger,http://www.kristdemokraterna.se/holgergustafsson,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0782713019602_max.jpg,http://data.riksdagen.se/person/0782713019602,2006-10-02,2010-10-04,2006,,
0782713019602,KD,Kristdemokraterna,Västra Götalands läns östra,1946,male,Holger Gustafsson,Gustafsson,Holger,Holger,http://www.kristdemokraterna.se/holgergustafsson,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0782713019602_max.jpg,http://data.riksdagen.se/person/0782713019602,2002-09-30,2006-10-02,2002,,
0782713019602,KD,Kristdemokraterna,Västra Götalands läns östra,1946,male,Holger Gustafsson,Gustafsson,Holger,Holger,http://www.kristdemokraterna.se/holgergustafsson,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0782713019602_max.jpg,http://data.riksdagen.se/person/0782713019602,1998-10-05,2002-09-30,1998,,
0782713019602,KD,Kristdemokraterna,Västra Götalands läns östra,1946,male,Holger Gustafsson,Gustafsson,Holger,Holger,http://www.kristdemokraterna.se/holgergustafsson,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0782713019602_max.jpg,http://data.riksdagen.se/person/0782713019602,1995-10-11,1998-10-05,1994,,
0782713019602,KD,Kristdemokraterna,Västra Götalands läns östra,1946,male,Holger Gustafsson,Gustafsson,Holger,Holger,http://www.kristdemokraterna.se/holgergustafsson,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0782713019602_max.jpg,http://data.riksdagen.se/person/0782713019602,1994-10-03,1995-01-09,1994,,
0783033318602,S,Socialdemokraterna,Uppsala län,1946,male,Rezene Tesfazion,Tesfazion,Rezene,Rezene,http://www.sap.se/rezenetesfazion,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0783033318602_max.jpg,http://data.riksdagen.se/person/0783033318602,2006-10-02,2006-10-06,2006,"",
0783033318602,S,Socialdemokraterna,Uppsala län,1946,male,Rezene Tesfazion,Tesfazion,Rezene,Rezene,http://www.sap.se/rezenetesfazion,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0783033318602_max.jpg,http://data.riksdagen.se/person/0783033318602,2002-09-30,2006-10-02,2002,"",
0785143384002,M,Moderata samlingspartiet,Dalarnas län,1946,male,Rolf Gunnarsson,Gunnarsson,Rolf,Rolf,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0785143384002_max.jpg,http://data.riksdagen.se/person/0785143384002,2006-10-02,2010-10-04,2006,,
0785143384002,M,Moderata samlingspartiet,Dalarnas län,1946,male,Rolf Gunnarsson,Gunnarsson,Rolf,Rolf,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0785143384002_max.jpg,http://data.riksdagen.se/person/0785143384002,2002-09-30,2006-10-02,2002,,
0785143384002,M,Moderata samlingspartiet,Dalarnas län,1946,male,Rolf Gunnarsson,Gunnarsson,Rolf,Rolf,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0785143384002_max.jpg,http://data.riksdagen.se/person/0785143384002,1998-10-05,2002-09-30,1998,,
0785143384002,M,Moderata samlingspartiet,Dalarnas län,1946,male,Rolf Gunnarsson,Gunnarsson,Rolf,Rolf,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0785143384002_max.jpg,http://data.riksdagen.se/person/0785143384002,1994-10-03,1998-10-05,1994,,
0869873635602,M,Moderata samlingspartiet,Östergötlands län,1946,female,Anna Lindgren,Lindgren,Anna,Anna,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0869873635602_max.jpg,http://data.riksdagen.se/person/0869873635602,2002-09-30,2006-10-02,2002,,
0817433088402,M,Moderata samlingspartiet,Kalmar län,1946,male,Nils Fredrik Aurelius,Aurelius,Nils Fredrik,Nils Fredrik,http://www.aurelius.moderat.se,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0817433088402_max.jpg,http://data.riksdagen.se/person/0817433088402,2002-09-30,2006-10-02,2002,,
0817433088402,M,Moderata samlingspartiet,Kalmar län,1946,male,Nils Fredrik Aurelius,Aurelius,Nils Fredrik,Nils Fredrik,http://www.aurelius.moderat.se,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0817433088402_max.jpg,http://data.riksdagen.se/person/0817433088402,1998-10-05,2002-09-30,1998,,
0817433088402,M,Moderata samlingspartiet,Kalmar län,1946,male,Nils Fredrik Aurelius,Aurelius,Nils Fredrik,Nils Fredrik,http://www.aurelius.moderat.se,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0817433088402_max.jpg,http://data.riksdagen.se/person/0817433088402,1994-10-03,1998-10-05,1994,,
0810983113102,S,Socialdemokraterna,"",1946,female,Maj-Inger Klingvall,Klingvall,Maj-Inger,Maj-Inger,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0810983113102_max.jpg,http://data.riksdagen.se/person/0810983113102,2002-01-01,2002-09-30,1998,,
0810983113102,S,Socialdemokraterna,"",1946,female,Maj-Inger Klingvall,Klingvall,Maj-Inger,Maj-Inger,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0810983113102_max.jpg,http://data.riksdagen.se/person/0810983113102,2001-11-16,2001-11-18,1998,,
0810983113102,S,Socialdemokraterna,"",1946,female,Maj-Inger Klingvall,Klingvall,Maj-Inger,Maj-Inger,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0810983113102_max.jpg,http://data.riksdagen.se/person/0810983113102,1994-10-03,1996-03-22,1994,,
0928223863802,V,Vänsterpartiet,Göteborgs kommun,1946,female,Berit Jóhannesson,Jóhannesson,Berit,Berit,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0928223863802_max.jpg,http://data.riksdagen.se/person/0928223863802,2002-09-30,2006-10-02,2002,,
0928223863802,V,Vänsterpartiet,Göteborgs kommun,1946,female,Berit Jóhannesson,Jóhannesson,Berit,Berit,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0928223863802_max.jpg,http://data.riksdagen.se/person/0928223863802,1998-10-05,2002-09-30,1998,,
0200003128803,C,Centerpartiet,"",1946,male,Lennart Daléus,Daléus,Lennart,Lennart,http://www.centerpartiet.se/daleus/,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0200003128803_max.jpg,http://data.riksdagen.se/person/0200003128803,1998-10-05,2002-09-30,1998,,
0200003128803,C,Centerpartiet,"",1946,male,Lennart Daléus,Daléus,Lennart,Lennart,http://www.centerpartiet.se/daleus/,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0200003128803_max.jpg,http://data.riksdagen.se/person/0200003128803,1994-10-03,1998-10-05,1994,,
0456373360003,FP,Folkpartiet liberalerna ,Stockholms kommun,1946,female,Louise Edlind-Friberg,Edlind-Friberg,Louise,Louise,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0456373360003_max.jpg,http://data.riksdagen.se/person/0456373360003,2006-01-01,2006-10-02,2002,,
0456373360003,FP,Folkpartiet liberalerna ,Stockholms kommun,1946,female,Louise Edlind-Friberg,Edlind-Friberg,Louise,Louise,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0456373360003_max.jpg,http://data.riksdagen.se/person/0456373360003,2003-02-24,2003-04-06,2002,Gabriel Romanus,
0567603564903,S,Socialdemokraterna,"",1946,female,Viola Furubjelke,Furubjelke,Viola,Viola,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0567603564903_max.jpg,http://data.riksdagen.se/person/0567603564903,1998-10-05,2002-01-01,1998,,
0567603564903,S,Socialdemokraterna,"",1946,female,Viola Furubjelke,Furubjelke,Viola,Viola,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0567603564903_max.jpg,http://data.riksdagen.se/person/0567603564903,1994-10-03,1998-10-05,1994,,
0692993567203,S,Socialdemokraterna,"",1946,female,Berit Löfstedt,Löfstedt,Berit,Berit,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0692993567203_max.jpg,http://data.riksdagen.se/person/0692993567203,1994-10-03,1998-10-05,1994,,
0710863816703,MP,Miljöpartiet de gröna,Östergötlands län,1946,female,Helena Hillar Rosenqvist,Hillar Rosenqvist,Helena,Helena,http://www.mp.se/helenahillar,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0710863816703_max.jpg,http://data.riksdagen.se/person/0710863816703,2002-09-30,2006-10-02,2002,,
0710863816703,MP,Miljöpartiet de gröna,Östergötlands län,1946,female,Helena Hillar Rosenqvist,Hillar Rosenqvist,Helena,Helena,http://www.mp.se/helenahillar,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0710863816703_max.jpg,http://data.riksdagen.se/person/0710863816703,1998-10-05,2002-09-30,1998,,
0810673119603,S,Socialdemokraterna,Göteborgs kommun,1946,female,Marianne Carlström,Carlström,Marianne,Marianne,http://www.socialdemokraterna.se/mariannecarlstrom,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0810673119603_max.jpg,http://data.riksdagen.se/person/0810673119603,2002-09-30,2006-10-02,2002,,
0810673119603,S,Socialdemokraterna,Göteborgs kommun,1946,female,Marianne Carlström,Carlström,Marianne,Marianne,http://www.socialdemokraterna.se/mariannecarlstrom,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0810673119603_max.jpg,http://data.riksdagen.se/person/0810673119603,1998-10-05,2002-09-30,1998,,
0810673119603,S,Socialdemokraterna,Göteborgs kommun,1946,female,Marianne Carlström,Carlström,Marianne,Marianne,http://www.socialdemokraterna.se/mariannecarlstrom,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0810673119603_max.jpg,http://data.riksdagen.se/person/0810673119603,1994-10-03,1998-10-05,1994,,
0805783144803,S,Socialdemokraterna,"",1946,male,Jörgen Andersson,Andersson,Jörgen,Jörgen,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0805783144803_max.jpg,http://data.riksdagen.se/person/0805783144803,1998-10-07,1999-10-15,1998,,
0914133868703,S,Socialdemokraterna,Dalarnas län,1946,female,Barbro Hietala Nordlund,Hietala Nordlund,Barbro,Barbro,http://www.socialdemokraterna.se/barbrohietalanordlund,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0914133868703_max.jpg,http://data.riksdagen.se/person/0914133868703,2002-09-30,2006-10-02,2002,,
0914133868703,S,Socialdemokraterna,Dalarnas län,1946,female,Barbro Hietala Nordlund,Hietala Nordlund,Barbro,Barbro,http://www.socialdemokraterna.se/barbrohietalanordlund,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0914133868703_max.jpg,http://data.riksdagen.se/person/0914133868703,2001-10-26,2002-09-30,1998,,
0914133868703,S,Socialdemokraterna,Dalarnas län,1946,female,Barbro Hietala Nordlund,Hietala Nordlund,Barbro,Barbro,http://www.socialdemokraterna.se/barbrohietalanordlund,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0914133868703_max.jpg,http://data.riksdagen.se/person/0914133868703,1998-10-05,2001-10-25,1998,Marita Ulvskog,
0914133868703,S,Socialdemokraterna,Dalarnas län,1946,female,Barbro Hietala Nordlund,Hietala Nordlund,Barbro,Barbro,http://www.socialdemokraterna.se/barbrohietalanordlund,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0914133868703_max.jpg,http://data.riksdagen.se/person/0914133868703,1994-10-03,1998-10-05,1994,,
0321224145104,S,Socialdemokraterna,Västerbottens län,1946,male,Sören Wibe,Wibe,Sören,Sören,http://www.socialdemokraterna.se/Templates/Parliament____364.aspx,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0321224145104_max.jpg,http://data.riksdagen.se/person/0321224145104,2002-09-30,2006-10-02,2002,,
0405574090504,C,Centerpartiet,"",1946,male,Per-Ola Eriksson,Eriksson,Per-Ola,Per-Ola,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0405574090504_max.jpg,http://data.riksdagen.se/person/0405574090504,1994-10-03,1998-10-05,1994,,
0475634300704,M,Moderata samlingspartiet,"",1946,female,Anna Åkerhielm,Åkerhielm,Anna,Anna,http://www.moderat.se/rdled/a_akerhi.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0475634300704_max.jpg,http://data.riksdagen.se/person/0475634300704,1998-10-05,2002-09-30,1998,,
0475634300704,M,Moderata samlingspartiet,"",1946,female,Anna Åkerhielm,Åkerhielm,Anna,Anna,http://www.moderat.se/rdled/a_akerhi.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0475634300704_max.jpg,http://data.riksdagen.se/person/0475634300704,1994-10-03,1998-10-05,1994,,
0658094895604,V,Vänsterpartiet,"",1946,female,Maggi Mikaelsson,Mikaelsson,Maggi,Maggi,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0658094895604_max.jpg,http://data.riksdagen.se/person/0658094895604,1998-10-05,2002-02-01,1998,,
0658094895604,V,Vänsterpartiet,"",1946,female,Maggi Mikaelsson,Mikaelsson,Maggi,Maggi,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0658094895604_max.jpg,http://data.riksdagen.se/person/0658094895604,1996-06-13,1998-10-05,1994,,
0658094895604,V,Vänsterpartiet,"",1946,female,Maggi Mikaelsson,Mikaelsson,Maggi,Maggi,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0658094895604_max.jpg,http://data.riksdagen.se/person/0658094895604,1994-10-03,1996-05-08,1994,,
0806514457704,S,Socialdemokraterna,"",1946,female,Åsa Stenberg,Stenberg,Åsa,Åsa,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0806514457704_max.jpg,http://data.riksdagen.se/person/0806514457704,1996-10-01,1998-10-05,1994,Thage G Peterson,
0806514457704,S,Socialdemokraterna,"",1946,female,Åsa Stenberg,Stenberg,Åsa,Åsa,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0806514457704_max.jpg,http://data.riksdagen.se/person/0806514457704,1996-03-23,1996-09-30,1994,Ines Uusmann,
0806514457704,S,Socialdemokraterna,"",1946,female,Åsa Stenberg,Stenberg,Åsa,Åsa,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0806514457704_max.jpg,http://data.riksdagen.se/person/0806514457704,1995-10-10,1996-03-22,1994,Thage G Peterson,
0806514457704,S,Socialdemokraterna,"",1946,female,Åsa Stenberg,Stenberg,Åsa,Åsa,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0806514457704_max.jpg,http://data.riksdagen.se/person/0806514457704,1994-10-08,1995-10-09,1994,Ines Uusmann,
0149554070404,S,Socialdemokraterna,Norrbottens län,1946,female,Birgitta Gidblom,Gidblom,Birgitta,Birgitta,http://www.gellivare.se/politik/bgm/,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0149554070404_max.jpg,http://data.riksdagen.se/person/0149554070404,2004-09-20,2004-12-31,2002,"",
0149554070404,S,Socialdemokraterna,Norrbottens län,1946,female,Birgitta Gidblom,Gidblom,Birgitta,Birgitta,http://www.gellivare.se/politik/bgm/,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0149554070404_max.jpg,http://data.riksdagen.se/person/0149554070404,1994-10-03,1998-10-05,1994,,
0642824296805,MP,Miljöpartiet de gröna,"",1947,female,Eva Julin,Julin,Eva,Eva,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0642824296805_max.jpg,http://data.riksdagen.se/person/0642824296805,1995-10-10,1995-11-15,1994,Thomas Julin,
0746654685605,S,Socialdemokraterna,"",1947,female,Ingegerd Wärnersson,Wärnersson,Ingegerd,Ingegerd,http://www.skane.sap.se/inge.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0746654685605_max.jpg,http://data.riksdagen.se/person/0746654685605,1998-10-05,1998-10-06,1998,,
0746654685605,S,Socialdemokraterna,"",1947,female,Ingegerd Wärnersson,Wärnersson,Ingegerd,Ingegerd,http://www.skane.sap.se/inge.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0746654685605_max.jpg,http://data.riksdagen.se/person/0746654685605,1994-10-03,1998-10-05,1994,,
0730984957305,FP,Folkpartiet liberalerna ,Västra Götalands läns södra,1947,female,Anne-Marie Ekström,Ekström,Anne-Marie,Anne-Marie,http://www.folkpartiet.se/ekstrom,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0730984957305_max.jpg,http://data.riksdagen.se/person/0730984957305,2002-09-30,2006-10-02,2002,,
0897304708905,S,Socialdemokraterna,Gävleborgs län,1947,female,Sinikka Bohlin,Bohlin,Sinikka,Sinikka,http://www.socialdemokraterna.se/sinikkabohlin,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0897304708905_max.jpg,http://data.riksdagen.se/person/0897304708905,2006-10-02,2010-10-04,2006,,
0897304708905,S,Socialdemokraterna,Gävleborgs län,1947,female,Sinikka Bohlin,Bohlin,Sinikka,Sinikka,http://www.socialdemokraterna.se/sinikkabohlin,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0897304708905_max.jpg,http://data.riksdagen.se/person/0897304708905,2002-09-30,2006-10-02,2002,,
0897304708905,S,Socialdemokraterna,Gävleborgs län,1947,female,Sinikka Bohlin,Bohlin,Sinikka,Sinikka,http://www.socialdemokraterna.se/sinikkabohlin,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0897304708905_max.jpg,http://data.riksdagen.se/person/0897304708905,1998-10-05,2002-09-30,1998,,
0897304708905,S,Socialdemokraterna,Gävleborgs län,1947,female,Sinikka Bohlin,Bohlin,Sinikka,Sinikka,http://www.socialdemokraterna.se/sinikkabohlin,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0897304708905_max.jpg,http://data.riksdagen.se/person/0897304708905,1994-10-03,1998-10-05,1994,,
0894934958205,S,Socialdemokraterna,"",1947,male,Erik Åsbrink,Åsbrink,Erik,Erik,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0894934958205_max.jpg,http://data.riksdagen.se/person/0894934958205,1999-06-17,1999-09-14,1998,,
0894934958205,S,Socialdemokraterna,"",1947,male,Erik Åsbrink,Åsbrink,Erik,Erik,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0894934958205_max.jpg,http://data.riksdagen.se/person/0894934958205,1996-03-22,1998-10-05,1994,,
0972254695405,V,Vänsterpartiet,Södermanlands län,1947,female,Elina Linna,Linna,Elina,Elina,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0972254695405_max.jpg,http://data.riksdagen.se/person/0972254695405,2006-10-02,2010-10-04,2006,,
0972254695405,V,Vänsterpartiet,Södermanlands län,1947,female,Elina Linna,Linna,Elina,Elina,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0972254695405_max.jpg,http://data.riksdagen.se/person/0972254695405,2002-09-30,2006-10-02,2002,,
0957794828205,S,Socialdemokraterna,Västernorrlands län,1947,female,Agneta Lundberg,Lundberg,Agneta,Agneta,http://www.socialdemokraterna.se/agnetalundberg,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0957794828205_max.jpg,http://data.riksdagen.se/person/0957794828205,2006-10-02,2010-10-04,2006,,
0957794828205,S,Socialdemokraterna,Västernorrlands län,1947,female,Agneta Lundberg,Lundberg,Agneta,Agneta,http://www.socialdemokraterna.se/agnetalundberg,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0957794828205_max.jpg,http://data.riksdagen.se/person/0957794828205,2002-09-30,2006-10-02,2002,,
0957794828205,S,Socialdemokraterna,Västernorrlands län,1947,female,Agneta Lundberg,Lundberg,Agneta,Agneta,http://www.socialdemokraterna.se/agnetalundberg,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0957794828205_max.jpg,http://data.riksdagen.se/person/0957794828205,2001-03-13,2002-09-30,1998,,
0957794828205,S,Socialdemokraterna,Västernorrlands län,1947,female,Agneta Lundberg,Lundberg,Agneta,Agneta,http://www.socialdemokraterna.se/agnetalundberg,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0957794828205_max.jpg,http://data.riksdagen.se/person/0957794828205,2000-05-13,2001-01-29,1998,,
0957794828205,S,Socialdemokraterna,Västernorrlands län,1947,female,Agneta Lundberg,Lundberg,Agneta,Agneta,http://www.socialdemokraterna.se/agnetalundberg,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0957794828205_max.jpg,http://data.riksdagen.se/person/0957794828205,1998-10-05,2000-04-18,1998,,
0957794828205,S,Socialdemokraterna,Västernorrlands län,1947,female,Agneta Lundberg,Lundberg,Agneta,Agneta,http://www.socialdemokraterna.se/agnetalundberg,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0957794828205_max.jpg,http://data.riksdagen.se/person/0957794828205,1994-10-03,1998-10-05,1994,,
08644719105,M,Moderata samlingspartiet,Stockholms kommun,1947,female,Anna Lilliehöök,Lilliehöök,Anna,Anna,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/08644719105_max.jpg,http://data.riksdagen.se/person/08644719105,2006-10-02,2010-10-04,2006,,
08644719105,M,Moderata samlingspartiet,Stockholms kommun,1947,female,Anna Lilliehöök,Lilliehöök,Anna,Anna,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/08644719105_max.jpg,http://data.riksdagen.se/person/08644719105,2002-09-30,2006-10-02,2002,,
08644719105,M,Moderata samlingspartiet,Stockholms kommun,1947,female,Anna Lilliehöök,Lilliehöök,Anna,Anna,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/08644719105_max.jpg,http://data.riksdagen.se/person/08644719105,1998-10-05,2002-09-30,1998,,
0245874897406,FP,Folkpartiet liberalerna ,"",1947,female,Marianne Beyer,Beyer,Marianne,Marianne,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0245874897406_max.jpg,http://data.riksdagen.se/person/0245874897406,2000-11-09,2000-12-18,1998,Kenth Skårvik,
0235494367806,MP,Miljöpartiet de gröna,Västerbottens län,1947,female,Ingegerd Saarinen,Saarinen,Ingegerd,Ingegerd,http://www.mp.se/saarinen,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0235494367806_max.jpg,http://data.riksdagen.se/person/0235494367806,2002-09-30,2006-10-02,2002,,
0235494367806,MP,Miljöpartiet de gröna,Västerbottens län,1947,female,Ingegerd Saarinen,Saarinen,Ingegerd,Ingegerd,http://www.mp.se/saarinen,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0235494367806_max.jpg,http://data.riksdagen.se/person/0235494367806,1999-01-01,2002-09-30,1998,,
0310304705606,S,Socialdemokraterna,"",1947,male,Jan Andersson,Andersson,Jan,Jan,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0310304705606_max.jpg,http://data.riksdagen.se/person/0310304705606,1994-10-03,1995-01-09,1994,,
0502174718806,S,Socialdemokraterna,Dalarnas län,1947,female,Carin Runeson,Runeson,Carin,Carin,http://www.socialdemokraterna.se/carinruneson,carin.runeson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0502174718806_max.jpg,http://data.riksdagen.se/person/0502174718806,2010-10-04,2014-09-29,2010,,
0502174718806,S,Socialdemokraterna,Dalarnas län,1947,female,Carin Runeson,Runeson,Carin,Carin,http://www.socialdemokraterna.se/carinruneson,carin.runeson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0502174718806_max.jpg,http://data.riksdagen.se/person/0502174718806,2006-10-02,2010-10-04,2006,,
0574724112206,KD,Kristdemokraterna,Västra Götalands läns västra,1947,female,Rosita Runegrund,Runegrund,Rosita,Rosita,http://www.kristdemokraterna.se/rositarunegrund,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0574724112206_max.jpg,http://data.riksdagen.se/person/0574724112206,2006-10-02,2010-10-04,2006,,
0574724112206,KD,Kristdemokraterna,Västra Götalands läns västra,1947,female,Rosita Runegrund,Runegrund,Rosita,Rosita,http://www.kristdemokraterna.se/rositarunegrund,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0574724112206_max.jpg,http://data.riksdagen.se/person/0574724112206,2002-09-30,2006-10-02,2002,,
0574724112206,KD,Kristdemokraterna,Västra Götalands läns västra,1947,female,Rosita Runegrund,Runegrund,Rosita,Rosita,http://www.kristdemokraterna.se/rositarunegrund,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0574724112206_max.jpg,http://data.riksdagen.se/person/0574724112206,1998-10-05,2002-09-30,1998,,
0658584530506,S,Socialdemokraterna,"",1947,female,Lena Larsson,Larsson,Lena,Lena,http://www.skane.sap.se/lena.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0658584530506_max.jpg,http://data.riksdagen.se/person/0658584530506,1994-10-03,1998-10-05,1994,,
0652944607906,M,Moderata samlingspartiet,Skåne läns västra,1947,female,Cristina Husmark Pehrsson,Husmark Pehrsson,Cristina,Cristina,"",cristina.husmark.pehrsson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0652944607906_max.jpg,http://data.riksdagen.se/person/0652944607906,2010-10-06,2014-09-29,2010,,
0652944607906,M,Moderata samlingspartiet,Skåne läns västra,1947,female,Cristina Husmark Pehrsson,Husmark Pehrsson,Cristina,Cristina,"",cristina.husmark.pehrsson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0652944607906_max.jpg,http://data.riksdagen.se/person/0652944607906,2006-10-02,2006-10-05,2006,,
0652944607906,M,Moderata samlingspartiet,Skåne läns västra,1947,female,Cristina Husmark Pehrsson,Husmark Pehrsson,Cristina,Cristina,"",cristina.husmark.pehrsson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0652944607906_max.jpg,http://data.riksdagen.se/person/0652944607906,2002-09-30,2006-10-02,2002,,
0652944607906,M,Moderata samlingspartiet,Skåne läns västra,1947,female,Cristina Husmark Pehrsson,Husmark Pehrsson,Cristina,Cristina,"",cristina.husmark.pehrsson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0652944607906_max.jpg,http://data.riksdagen.se/person/0652944607906,1998-10-05,2002-09-30,1998,,
0666354900406,S,Socialdemokraterna,"",1947,female,Eva Johansson,Johansson,Eva,Eva,http://www.socialdemokraterna.se/evajohansson,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0666354900406_max.jpg,http://data.riksdagen.se/person/0666354900406,1998-10-05,2002-09-30,1998,,
0666354900406,S,Socialdemokraterna,"",1947,female,Eva Johansson,Johansson,Eva,Eva,http://www.socialdemokraterna.se/evajohansson,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0666354900406_max.jpg,http://data.riksdagen.se/person/0666354900406,1994-10-03,1998-10-05,1994,,
0706974423606,M,Moderata samlingspartiet,Malmö kommun,1947,female,Inge Garstedt,Garstedt,Inge,Inge,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0706974423606_max.jpg,http://data.riksdagen.se/person/0706974423606,2006-10-02,2010-10-04,2006,,
