id,name__en,name,image,gender,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NLA,birth_date,death_date,identifier__freebase,given_name,identifier__NTA,identifier__Muzinger,website,identifier__CiNii,identifier__NDL,birth_name,family_name,identifier__UScongress,wikipedia__en,identifier__NNDB,identifier__Munzinger,name__nb,name__it,name__de,name__nl,name__af,name__ar,name__bcl,name__bg,name__br,name__ca,name__ceb,name__cs,name__da,name__eo,name__es,name__et,name__eu,name__fa,name__fi,name__fo,name__fr,name__gl,name__he,name__hu,name__id,name__ilo,name__io,name__ja,name__ko,name__la,name__mr,name__ms,name__oc,name__pag,name__pam,name__pl,name__pt,name__ru,name__sk,name__sv,name__ta,name__th,name__tl,name__tr,name__uk,name__vi,name__war,name__zh,name__sr,name__jv,name__hr,name__de_ch,name__el,name__en_ca,name__en_gb,name__mg,name__pt_br,name__yue,name__nan,name__hy,name__arz,name__lv,name__sh,name__cbk_zam,name__nn,name__kk,name__lb,name__zh_yue,wikipedia__af,wikipedia__ar,wikipedia__arz,wikipedia__bcl,wikipedia__bg,wikipedia__br,wikipedia__ca,wikipedia__cbk_zam,wikipedia__ceb,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__da,wikipedia__de,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__eswikiquote,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fo,wikipedia__fr,wikipedia__gl,wikipedia__he,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__ilo,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__kk,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__mg,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pag,wikipedia__pam,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__war,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__zh,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__sw,name__bn,name__ia,name__mk,name__yo,name__ka,name__lt,name__qu,name__ro,wikipedia__bn,wikipedia__ia,wikipedia__ka,wikipedia__lt,wikipedia__mk,wikipedia__qu,wikipedia__ro,wikipedia__sw,wikipedia__yo,name__be,name__zh_mo,name__zh_my,name__simple,wikipedia__be,wikipedia__plwikiquote,name__ml,name__gsw,name__co,name__fy,name__haw,name__is,name__ksh,name__nds,name__pap,name__pdc,name__pih,name__pms,name__scn,name__sco,name__sc,wikipedia__als,wikipedia__bgwikiquote,wikipedia__co,wikipedia__fy,wikipedia__haw,wikipedia__is,wikipedia__ksh,wikipedia__ml,wikipedia__nds,wikipedia__nn,wikipedia__pap,wikipedia__pdc,wikipedia__pih,wikipedia__pms,wikipedia__scn,wikipedia__sco,wikipedia__sc,name__uz,name__ga,name__az,name__an,name__lmo,name__nds_nl,name__sl,name__sq,name__wa,wikipedia__az,wikipedia__ga,wikipedia__itwikiquote,wikipedia__uz,wikipedia__eswikisource,name__pa,wikipedia__pa,name__be_tarask,wikipedia__be_x_old
Q1403173,Felipe Agoncillo,Felipe Agoncillo,https://upload.wikimedia.org/wikipedia/commons/e/e1/Felipe_Agoncillo.jpg,male,,56248051,143069381,,,,,,1859-05-26,1941-09-29,/m/0ksbzq,Felipe,,,,,,,,,Felipe Agoncillo,,,Felipe Agoncillo,,Felipe Agoncillo,Felipe Agoncillo,,,Felipe Agoncillo,,,Felipe Agoncillo,,,Felipe Agoncillo,,Felipe Agoncillo,,,,,,Felipe Agoncillo,,,,,,,,,,,,,,,,,,,Felipe Agoncillo,,,Felipe Agoncillo,,,,,,,,,,,,,,,,,,,,,,Felipe Agoncillo,,,,,,,Felipe Agoncillo,,,Felipe Agoncillo,,,,,,,Felipe Agoncillo,,,,,,Felipe Agoncillo,,,,,,,,,,,,,,,,,,,,,,,,,,,Felipe Agoncillo,,,,,,,,,,,,,,,Felipe Agoncillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ਫੇਲਿਪ ਐਗਨਸ਼ਿਲੋ,ਫੇਲਿਪ ਐਗਨਸ਼ਿਲੋ,,
Q1427383,Florencio Abad,Florencio Abad,,male,,,,,,,,,1954-07-13,,,,,,,,,,,,Florencio Abad,,,,,Florencio Abad,Florencio Abad,,,,,,,,,,,Florencio Abad,,,,,,Florencio Abad,,,,,,,,,,,,,,,,,,,,,,Florencio Abad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florencio Abad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florencio Abad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q145881,Juan Ponce Enrile,Juan Ponce Enrile,https://upload.wikimedia.org/wikipedia/commons/e/e1/Senate_President_Juan_Ponce_Enrile.jpg,male,,243452856,1046276948,n95931176,,,,,1924-02-14,,/m/095rr1,Juan,,,,,,,,,Juan Ponce Enrile,,,Juan Ponce Enrile,Juan Ponce Enrile,Juan Ponce Enrile,Juan Ponce Enrile,,,Juan Ponce Enrile,,,,,,Juan Ponce Enrile,,Juan Ponce Enrile,,,,,,Juan Ponce Enrile,,,,,Juan Ponce Enrile,,,후안 폰세 엔릴레,Iohannes Ponce Enrile,,Juan Ponce-Enrile,,,,,,,,Juan Ponce Enrile,,,Juan Ponce Enrile,,,,Juan Ponce Enrile,,,,,,,,,,,,,,,,,,Juan Ponce Enrile,,,,,,,Juan Ponce Enrile,,,,,,,,,,Juan Ponce Enrile,,,,,,Juan Ponce Enrile,,,,,,,Juan Ponce Enrile,,,,,,,Juan Ponce Enrile,,Juan Ponce Enrile,,,,후안 폰세 엔릴레,Iohannes Ponce Enrile,,,,,Juan Ponce-Enrile,Juan Ponce Enrile,,,,,,,,,Juan Ponce Enrile,,,,,,Juan Ponce Enrile,,,,Juan Ponce Enrile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ഹുവാൻ പോൺസ് എൻറീലെ,,,,,,,,,,,,,,,,,,,,,,ഹുവാൻ പോൺസ് എൻറീലെ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1463,Ferdinand Marcos,Ferdinand Marcos,https://upload.wikimedia.org/wikipedia/commons/0/0f/Ferdinand_Marcos.JPEG,male,0000 0001 1479 3089,104723526,118944096,n80069013,11989685j,027967050,nm1300894,36544484,1917-09-11,1989-09-28,/m/011_7j,Ferdinand,070727082,,,,,,,,Ferdinand Marcos,014/000029924,00000011187,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,فرديناند ماركوس,Ferdinand Marcos,Фердинад Маркос,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,فردیناند مارکوس,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,פרדיננד מרקוס,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,フェルディナンド・マルコス,페르디난드 마르코스,Ferdinandus Marcos,फेर्दिनांद मार्कोस,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinando Marcos,Фердинанд Маркос,Ferdinand Marcos,Ferdinand Marcos,பேர்டினண்ட் மார்க்கோஸ்,เฟอร์ดินานด์ มาร์กอส,Ferdinand Marcos,Ferdinand Marcos,Маркос Фердинанд,Ferdinand Marcos,Ferdinand Marcos,费迪南德·马科斯,Фердинанд Маркос,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Φερδινάντο Μάρκος,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinando Marcos,馬可斯,Ferdinand Marcos,Ֆերդինանդ Մարկոս,فرديناند ماركوس,Ferdinands Markoss,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Фердинанд Маркос,Ferdinand Marcos,馬可斯,Ferdinand Marcos,فرديناند ماركوس,فرديناند ماركوس,Ferdinand Marcos,Фердинанд Маркос,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Φερδινάντο Μάρκος,Ferdinand Marcos,Author:Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,فردیناند مارکوس,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,פרדיננד מרקוס,Ferdinand Marcos,Ferdinand Marcos,Ֆերդինանդ Մարկոս,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,フェルディナンド・マルコス,Ferdinand Marcos,Фердинанд Маркос,페르디난드 마르코스,Ferdinandus Marcos,Ferdinand Marcos,Ferdinands Markoss,Ferdinand Marcos,फेर्दिनांद मार्कोस,Ferdinand Marcos,Ferdinand Marcos,Ferdinand E. Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Ferdinando Marcos,"Маркос, Фердинанд",Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,Фердинанд Маркос,Ferdinand Marcos,பேர்டினண்ட் மார்க்கோஸ்,เฟอร์ดินานด์ มาร์กอส,Ferdinand Marcos,Ferdinand Marcos,Маркос Фердинанд,Ferdinand Marcos,Ferdinand Marcos,Ferdinand Marcos,馬可斯,费迪南德·马科斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1464,Benigno Simeon Cojuangco Aquino III,Benigno Simeon Cojuangco Aquino III,https://upload.wikimedia.org/wikipedia/commons/6/61/President_Benigno_S._Aquino_III.jpg,male,,172378101,,n2011047840,,,,49861297,1960-02-08,,/m/01pmvy,Benigno,,,http://www.president.gov.ph/,,,,,,Benigno Aquino III,,,Benigno Aquino III,Benigno Aquino III,Benigno Aquino III.,Benigno Aquino III,,بنيغنو آكينو,Benigno Aquino III,,Benigno Aquino III,Benigno Aquino,Noynoy Aquino,Noynoy Aquino,Benigno Aquino III,Benigno Aquino la 3-a,Benigno Aquino III,Noynoy Aquino,Benigno Aquino III.a,بنیگنو آکینو,Benigno Aquino III,,Benigno Aquino III,,בנינו אקינו,Benigno Aquino III.,Benigno Aquino III,Benigno Aquino III,,ベニグノ・アキノ3世,베니그노 아키노 3세,Benignus Aquinas Tertius,बेनिनो आक्विनो ३ रा,Benigno Aquino III,Benigno Aquino III,Benigno Aquino III,Benigno Aquino III,Benigno Aquino III,Noynoy Aquino,Бенигно Акино III,,Benigno Aquino III,பெனிக்னோ அக்கீனோ III,เบนิกโน อากีโนที่ 3,Benigno Aquino III,Benigno Aquino III,Бенігно Акіно III,Benigno Aquino III,Benigno Aquino III,諾諾·艾奎諾,Бенињо Акино III,Benigno Aquino III,,,Μπενίγνο Ακίνο ο Τρίτος,Benigno Aquino III,Benigno Aquino III,,Noynoy Aquino,阿基諾三世,Benigno Aquino 3-sè,Բենիգնո Ակինո III,,,,Benigno Aquino III,Benigno Aquino III,Бенигно Акино,Benigno Aquino III.,,,بنيغنو آكينو,,Benigno Aquino III,,Benigno Aquino III,Benigno Aquino,Benigno Aquino III,Noynoy Aquino,Noynoy Aquino,Noynoy Aquino,,Benigno Aquino III,Benigno Aquino III.,,Μπενίνιο Ακίνο ο Τρίτος,Benigno Aquino III,Author:Benigno Aquino III,Benigno Aquino la 3-a,Benigno Aquino III,,Noynoy Aquino,Benigno Aquino III.a,بنیگنو آکینو,Benigno Aquino III,,Benigno Aquino III,,בנינו אקינו (השלישי),,,Բենիգնո Ակինո III,Benigno Aquino III,Benigno Aquino III,,Benigno Aquino III,ベニグノ・アキノ3世,Benigno Aquino III,Бенигно Акино,베니그노 아키노 3세,Benignus Aquino tertius,Benigno Aquino III.,,,बेनिनो आक्विनो ३ रा,Benigno Aquino III,Benigno Aquino III,Benigno Aquino III,Benigno Aquino III,Benigno Aquino III,Benigno Aquino III,Benigno Aquino III,Noynoy Aquino,"Акино, Бенигно III",,Benigno Aquino III,,Бенигно Акино III,Benigno Aquino III,பெனிக்னோ அக்கீனோ III,เบนิกโน อากีโนที่ 3,Benigno Aquino III,Benigno Aquino III,Бенігно Акіно III,Benigno Aquino III,Benigno Aquino III,Benigno Aquino 3-sè,阿基諾三世,諾諾·艾奎諾,諾諾·艾奎諾,諾諾·艾奎諾,諾諾·艾奎諾,諾諾·艾奎諾,諾諾·艾奎諾,諾諾·艾奎諾,,তৃতীয় বেনিগনো অ্যাকুইনো,,,Noynoy Aquino,ბენინიო აკინო,,,,তৃতীয় বেনিগনো অ্যাকুইনো,,ბენინიო აკინო,,,,,,Noynoy Aquino,Бенігна Акіна ІІІ,諾諾·艾奎諾,諾諾·艾奎諾,Benigno Aquino III,Бенігна Акіна ІІІ,Benigno Aquino III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1494832,Mark Cojuangco,Mark Cojuangco,,male,,,,,,,,,1957-10-06,,,Mark,,,,,,,,,Mark Cojuangco,,,,,Mark Cojuangco,Mark Cojuangco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcos Cojuangco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Cojuangco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcos Cojuangco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15410718,"Ismael A. Mathay, Jr.","Ismael A. Mathay, Jr.",,male,,,,,,,,,1932-06-26,2013-12-25,,Mel,,,,,,,,,Mel Mathay,,,,,,Mel Mathay,,,,,,,,,,,,,,,,,Ismael Mathay Junior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ismael Mathay Junior,,,,,,,,,,,,,,,,,,,,Mel Mathay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1542561,Mariano Jesús Cuenco,Mariano Jesús Cuenco,,male,,,,,,,,,1888-01-16,1964-02-25,/m/08nq2y,Mariano,,,,,,,Cuenco,,Mariano Jesús Cuenco,,,,,Mariano Cuenco,Mariano Cuenco,,,,,,,,,,,Mariano Jesús Cuenco,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mariano Jesús Cuenco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mariano Cuenco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mariano Cuenco,,,,,,,,,,,,,,,Mariano Jesús Cuenco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15614280,Antonino P. Roman,Antonino P. Roman,https://upload.wikimedia.org/wikipedia/commons/9/9f/Roman-couple.jpg,male,,,,,,,,,1939-05-31,2014-01-08,,Antonino,,,,,,,,,Antonino P. Roman,,,,,,Antonino Roman,,,,,,,,,,,Antonino P. Roman,,,,,,Antonino Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonino P. Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonino Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15693760,Tomas Fernandez Concepcion,Tomas Fernandez Concepcion,,male,,,,,,,,,1933-11-04,2012-05-30,,Tomas,,,,,,,,,Tomas Fernandez Concepcion,,,,Tomas Fernandez Concepcion,Tomas Fernandez Concepcion,,,,,,,,,,,,,,,,,,Tomas Fernandez Concepcion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15709024,Jose Zulueta,Jose Zulueta,,male,,,,,,,,,1889-02-07,1972-12-06,,José,,,,,,,,,Jose Zulueta,,,,,Jose Zulueta,Jose Zulueta (politicus),,,,,,,,,,,,,,,,,Jose Zulueta,,,,,,,,,,,,,,,,,,,,,,José Zulueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jose Zulueta (politicus),,,,,,,,,,,,,,,José Zulueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15993405,Gonzalo Puyat II,Gonzalo Puyat II,,male,,,,,,,,,1933-05-21,2013-01-07,,Gonzalo,,,,,,,,,Gonzalo Puyat II,,,,Gonzalo Puyat,,,,,,,,,,,,,,,,,,,Gonzalo Puyat II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gonzalo Puyat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16030151,Dominador Gomez,Dominador Gomez,,male,,,,,,,,,1868-01-01,1929-01-01,,,,,,,,,,,Dominador Gomez,,,,Dominador Gomez,Dominador Gomez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16031623,Francisco F. Villanueva,Francisco F. Villanueva,,male,,,,,,,,,,,,Francisco,,,,,,,,,Francisco F. Villanueva,,,,,,Francisco Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16106235,"Matias Defensor, Jr.","Matias Defensor, Jr.",,male,,,,,,,,,1943-09-23,,,Matias,,,,,,,,,"Matias Defensor, Jr.",,,,,,"Matias Defensor, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16107532,"Niel Tupas, Sr.","Niel Tupas, Sr.",,male,,,,,,,,,,,,,,,,,,,,,"Niel Tupas, Sr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16122187,Zosimo Jesus Paredes II,Zosimo Jesus Paredes II,,male,,,,,,,,,1948-05-27,,,Zosimo,,,,,,,,,Zosimo Jesus Paredes II,,,,,,,,,,,,,,,,,,,,,,,Zosimo Jesus Paredes II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16142833,Jesli Lapus,Jesli Lapus,,male,,,,,,,,,1949-09-12,,,,,,,,,,,,Jesli Lapus,,,,,Jesli Lapus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16150268,Erico Aristotle Aumentado,Erico Aristotle Aumentado,,male,,,,,,,,,1977-12-29,,,,,,,,,,,,Erico Aristotle Aumentado,,,,Erico Aristotle Aumentado,Erico Aristotle Aumentado,Erico Aristotle Aumentado,,,,,,,,,,,,,,,,,Erico Aristotle Aumentado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16195988,"Henry Duenas, Jr.","Henry Duenas, Jr.",,male,,,,,,,,,1965-11-19,,,Henry,,,,,,,,,"Henry Duenas, Jr.",,,,,,"Henry Duenas, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16197189,Raneo Abu,Raneo Abu,,male,,,,,,,,,1967-01-01,,,,,,,,,,,,Raneo Abu,,,,Raneo Abu,Raneo Abu,,,,,,,,,,,,,,,,,,Raneo Abu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16203223,Severo Cea,Severo Cea,,male,,,,,,,,,,,,Severo,,,,,,,,,Severo Cea,,,,Severo Cea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16215206,Timmy Chipeco,Timmy Chipeco,,male,,,,,,,,,1975-04-06,,,,,,,,,,,,Timmy Chipeco,,,,,Timmy Chipeco,Timmy Chipeco,,,,,,,,,,,,,,,,,Timmy Chipeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1665903,Proceso Alcala,Proceso Alcala,,male,,,,,,,,,1955-07-02,,,,,,,,,,,,Proceso Alcala,,,,,Proceso Alcala,Proceso Alcala,,,,,,,,,,,Proceso Alcala,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceso Alcala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceso Alcala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceso Alcala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16735147,Regina Ongsiako Reyes,Regina Ongsiako Reyes,,female,,,,,,,,,1964-07-03,,,Regina,,,,,,,,,Regina Ongsiako Reyes,,,,,Regina Ongsiako Reyes,,,,,,,,,,,,,,,,,,Regina Ongsiako Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1706872,Joseph Ace Durano,Joseph Ace Durano,,male,,,,,,,,,1970-04-03,,,Joseph,,,,,,,,,Ace Durano,,,,,Joseph Durano,Ace Durano,,,,,,,Ace Durano,,,,Joseph Ace Durano,,,,,,Joseph Ace Durano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ace Durano,,,,,Joseph Durano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
