id,name,party_id,party,email,term,image,source,birth_date,birth_place,area,commissions,identifier__kuvendi
9748,Florion Mima,PD,Partia Demokratike,florion.mima@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Florian-Mima-PR.jpg,http://www.parlament.al/deputet/florjon-mima/,1962-05-02,Tiranë,"","Komisioni për Ekonominë dhe Financat, anëtar.",9748
9750,Tahir Muhedini,PDIU,"Partia per Dretjtesi, Integrim, Unitet",tahir.muhedini@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Tahir-Muhedini-PDIU.jpg,http://www.parlament.al/deputet/tahir-muhedini/,1954-04-19,Tiranë,Tiranë,"Komisioni parlamentar: Komisioni për Çështjet Ligjore, Administratën Publike dhe të Drejtat e Njeriut",9750
9752,Eduart Ndocaj,PS,Partia Socialist,eduart.ndocaj@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Eduart-Ndocaj-PS.jpg,http://www.parlament.al/deputet/eduart-ndocaj/,1975-09-18,"Manati, Lezhë",Lezhë,"Komisioni parlamentar: Komisioni për Veprimtaritë Prodhuese, Tregtinë dhe Mjedisin, anëtar.",9752
9755,Nard Ndoka,PD,Partia Demokratike,nard.ndoka@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Nard-Ndoka-PD.jpg,http://www.parlament.al/deputet/nard-ndoka/,1963-05-18,Shkodër,"","Komisioni parlamentar: Komisioni për Çështjet Ligjore, Administratën Publike dhe të Drejtat e Njeriut, anëtar.",9755
9758,Edi Paloka,PD,Partia Demokratike,edi.paloka@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Edi-Paloka-PD.jpg,http://www.parlament.al/deputet/edi-paloka/,1965-12-23,Tiranë,Tiranë,"Komisioni për integrimin Europian, anëtar",9758
9759,Gjergji Papa,PD,Partia Demokratike,gjergji.papa@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Foto-Gjergji-Papa.jpg,http://www.parlament.al/deputet/gjergji-papa/,1959-01-10,Korçë,Korçë,"Komisioni për Veprimtarinë Prodhuese, Tregtinë dhe Mjedisin, anëtar.",9759
9761,Astrit Patozi,PD,Partia Demokratike,astrit.patozi@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Astrit-Patozi-PD-1.jpg,http://www.parlament.al/deputet/astrit-patozi/,1964-07-22,"",Vlorë,"Komisioni për Sigurinë Kombëtare, anëtar.",9761
9764,Dashamir Peza,PS,Partia Socialist,dashamir.peza@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2016/01/Dashamir-Peza-PS.jpg,http://www.parlament.al/deputet/dashamir-peza/,1960-03-19,Tiranë,"","Komisioni për Çështjet Ligjore, Administratën Publike dhe të Drejtat e Njeriut, anëtar.",9764
9765,Genc Pollo,PD,Partia Demokratike,genc.pollo@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Genc-Pollo-PD.jpg,http://www.parlament.al/deputet/genc-pollo-2/,"",Tiranë,Berat,"Komisioni parlamentar: Komisioni për Edukimin dhe Mjetet e Informimit Publik, kryetar.",9765
9767,Armando Prenga,PS,Partia Socialist,armando.prenga@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Armando-Prenga-PS.jpg,http://www.parlament.al/deputet/armando-prenga/,1974-06-26,Laç,"","Komisioni për Sigurinë Kombëtare, anëtar.",9767
9769,Xhemal Qefalia,PS,Partia Socialist,xhemal.qefalia@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Xhemal-Qefalia-PS.jpg,http://www.parlament.al/deputet/xhemal-qefalia/,1963-02-27,Tiranë,"","Komisioni për Sigurinë Kombëtare, anëtar.",9769
9772,Eleina Qirici,PD,Partia Demokratike,elena@yahoo.com,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Elena-Qirici-PD.jpg,http://www.parlament.al/deputet/eleina-qirici/,1971-01-22,Korçë,"","Komisioni parlamentar: Komisioni për Edukimin dhe Mjetet e Informimit Publik, anëtare.",9772
9773,Edi Rama,PS,Partia Socialist,edi.rama@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Edi-Rma-PS.jpg,http://www.parlament.al/deputet/edi-rama/,1964-07-04,Tiranë,Tranë,"",9773
9775,Gledion Rehovica,LSI,Levizja Socialiste per Integrim,gledion.rehovica@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Gledion-Rehovica-LSI-1.jpg,http://www.parlament.al/deputet/gledjon-rehovica-2/,1977-12-21,Berat,"","Komisioni parlamentar për Ekonominë dhe Financat, anëtar.",9775
9777,Adelina Rista,PS,Partia Socialist,adelina.rista@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Adelina-Rista-PS.jpg,http://www.parlament.al/deputet/adelina-rista/,1957-12-10,Durrës,"","Komisioni për Edukimin dhe Mjetet e Informimit Publik, anëtare.",9777
9780,Arben Ristani,PD,Partia Demokratike,arben.ristani@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Arben-Ristani-PD.jpg,http://www.parlament.al/deputet/arben-ristani/,1969-03-29,Tiranë,Vlorë,"Komisioni për Çështjet Ligjore, Administratën Publike dhe të Drejtat e Njeriut, anëtar.",9780
9781,Gramoz Ruci,PS,Partia Socialist,gramoz.ruci@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Gramoz-Ruci-PS.jpg,http://www.parlament.al/deputet/gramoz-ruci/,1951-12-06,Tepelenë,Fier,"Komisioni për Integrimin Europian, anëtar.",9781
9783,Genc Ruli,PD,Partia Demokratike,genc.ruli@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Genc-Ruli-PD.jpg,http://www.parlament.al/deputet/genc-ruli/,1958-04-11,Tiranë,Gjirokastër,"Komisioni për Veprimtarinë Prodhuese Tregtinë dhe Mjedisin, zëvendëskryetar.",9783
9785,Shkëlqim Selami,LSI,Levizja Socialiste per Integrim,shkelqim.selami@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Shkelqim-Selami-LSI.jpg,http://www.parlament.al/deputet/shkelqim-selami/,1967-12-02,Vlorë,Vlorë,"Komisioni parlamentar: Komisioni për Sigurinë Kombëtare, anëtar.",9785
9786,Eduard Shalsi,PS,Partia Socialist,eduard.shalsi@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Eduart-Shalsi-PS.jpg,http://www.parlament.al/deputet/eduard-shalsi-2/,1968-04-01,Korçë,Berat,"Komisioni parlamentar: Komisioni për Veprimtarinë Prodhuese, Tregtinë dhe Mjedisin, kryetar.",9786
9788,Mira Shehu,PS,Partia Socialist,mira.shehu@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Mira-Shehu-PS.jpg,http://www.parlament.al/deputet/mira-shehu/,1973-01-19,"Çorovodë, Skrapar",Vlorë,"Komisioni për Veprimtarinë Prodhuese, Tregtinë dhe Mjedisin, anëtare.",9788
9790,Sherefedin Shehu,PD,Partia Demokratike,sherefedin.shehu@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Sherefedin-Shehu-PD.jpg,http://www.parlament.al/deputet/sheredin-shehu/,1956-05-25,Dibër,"","Komisioni Parlamentar: Komisioni për Ekonominë dhe Financat, anëtar.",9790
9792,Ylli Shehu,PR,Partia Republikane,ylli.shehu@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Ylli-Shehu-LSI.jpg,http://www.parlament.al/deputet/ylli-shehu/,1981-02-24,Kukës,"","Komisioni për Sigurinë Kombëtare, anëtar.",9792
9793,Esmeralda Shkjau,PS,Partia Socialist,esmeralda.shkjau@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Esmeralda-Shkjau-PS.jpg,http://www.parlament.al/deputet/esmeralda-shkjau-2/,1983-07-24,"Fushë-Arrëz, Pukë","","Komisioni i Integrimit Europian, anëtare",9793
9795,Klodiana Spahiu,PS,Partia Socialist,klodiana.spahiu@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Klodiana-Spahiu-PS.jpg,http://www.parlament.al/deputet/klodiana-spahiu-2/,1973-05-22,Durrës,"Qarku, Durrës","Komisioni për Punën Çështjet Sociale dhe Shëndetësinë, zëvendëskryetare.",9795
9797,Përparim Spahiu,LSI,Levizja Socialiste per Integrim,perparim.spahiu@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Perparim-Spahiu-LSI-1.jpg,http://www.parlament.al/deputet/perparim-spahiu-2/,1971-01-27,Dibër,"","Komisioni për Ekonominë dhe Financat, anëtar.",9797
9799,Edmond Spaho,PD,Partia Demokratike,edmond.spaho@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Edmond-Spaho-PD.jpg,http://www.parlament.al/deputet/edmond-spaho/,1958-11-14,Tiranë,Korçë,"Komisioni për Ekonominë dhe Financat, anëtar.",9799
9801,Paulin Sterkaj,PS,Partia Socialist,paulin.sterkaj@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2016/01/Paulin-Sterkaj-PS.jpg,http://www.parlament.al/deputet/paulin-sterkaj/,1961-07-05,Shkodër,Shkodër,"Komisioni për Sigurinë Kombëtare, anëtar.",9801
9803,Gent Strazimiri,PD,Partia Demokratike,gent.strazimiri@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Gent-Strazimiri-PD.jpg,http://www.parlament.al/deputet/gent-strazimiri-2/,1972-10-06,Tiranë,Durrës,"Komisioni për Çështjet Ligjore, Administratën Publike dhe të Drejtat i Njeriut, anëtar.",9803
9805,Rakip Suli,PS,Partia Socialist,rakip.suli@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Rakip-Suli-PS.jpg,http://www.parlament.al/deputet/rakip-suli/,1965-09-22,Dibër,"","Komisioni për Sigurinë Kombëtare, anëtar.",9805
9807,Jorida Tabaku,PD,Partia Demokratike,jorida.tabaku@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Jorida-Tabaku-PD.jpg,http://www.parlament.al/deputet/jorida-tabaku/,1979-07-01,Tiranë,"","Komisioni parlamentar: Komisioni për Ekonominë dhe Financat, anëtare.",9807
9810,Myqerem Tafaj,PD,Partia Demokratike,myqerem.tafaj@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Myqerem-Tafaj-PD.jpg,http://www.parlament.al/deputet/myqerem-tafaj/,1957-11-14,Bulqizë,Tiranë,Komisioni parlamentar:Komisioni për Edukimin dhe Mjetet e Informimit Publik,9810
9812,Dashamir Tahiri,PDIU,"Partia per Dretjtesi, Integrim, Unitet",dashamir.tahiri@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Dashamir-Tahiri-PDIU.jpg,http://www.parlament.al/deputet/dashamir-tahiri/,1966-09-16,Vlorë,Vlorë,"Komisioni për Veprimtarinë Prodhuese, Tregtinë dhe Mjedisin, anëtar.",9812
9814,Vangjel Tavo,LSI,Levizja Socialiste per Integrim,vangjel.tavo@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Vangjel-Tavo-LSI.jpg,http://www.parlament.al/deputet/vangjel-tavo/,1969-12-17,Gjirokastër,Gjirokastër,"Komisioni për Punën Çështjet Sociale dhe Shëndetësinë, anëtar.",9814
9816,Fatmir Toçi,PS,Partia Socialist,fatmir.toci@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Fatmir-Toci-PS.jpg,http://www.parlament.al/deputet/fatmir-toci/,1958-04-24,Tiranë,"","Komisioni për Edukimin dhe Mjetet e Informimit Publik, anëtar.",9816
9818,Jozefina Topalli,PD,Partia Demokratike,jozefina.topalli@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Jozefina-Topalli-PD.jpg,http://www.parlament.al/deputet/jozefina-topalli-coba/,"",Shkodër,"","Komisioni për Politikën e Jashtme, anëtare.",9818
9820,Shkëlqim Troplini,PS,Partia Socialist,shkelqim.troplini@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2016/01/Shkelqim-Troplini-PS.jpg,http://www.parlament.al/deputet/shkelqim-troplini-2/,1966-10-01,"",Krujë,"Komisioni për Çështjet Ligjore, Administratën Publike dhe të Drejtat e Njeriut",9820
9822,Musa Ulqini,PS,Partia Socialist,musa.ulqini@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Musa-Ulqini-PS.jpg,http://www.parlament.al/deputet/musa-ulqini/,1959-05-21,Shkodër,"","Komisioni për Edukimin dhe Mjetet e Informimit Publik, anëtar.",9822
9824,Petrit Vasili,LSI,Levizja Socialiste per Integrim,petrit.vasili@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Petrit-Vasili-LSI-1.jpg,http://www.parlament.al/deputet/petrit-vasili/,1958-06-04,Tiranë,"","Komisioni parlamentar: Komisioni për Çështjet Ligjore, Administratën Publike dhe të Drejtat e Njeriut, anëtar.",9824
9826,Astrit Veliaj,PD,Partia Demokratike,astrit.veliaj@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Astrit-Veliaj-PR.jpg,http://www.parlament.al/deputet/astrit-veliaj/,1958-04-08,Tiranë,"","Komisioni për Edukimin dhe Mjetet e Informimit Publik, anëtar.",9826
9827,Albana Vokshi,PD,Partia Demokratike,albana.vokshi@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Albana-Vokshi-PD.jpg,http://www.parlament.al/deputet/albana-vokshi-2/,1971-02-24,"",Durrës,"Komisioni parlamentar: Komisioni për Punën, Çështjet Sociale dhe Shëndetësinë, kryetare.",9827
9829,Olta Xhaçka,PS,Partia Socialist,olta.xhacka@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Olta-Xhacka-PS.jpg,http://www.parlament.al/deputet/olta-xhacka/,1979-12-25,Tiranë,"","Komisioni parlamentar: Komisioni për Punën, Çështjet Sociale dhe Shëndetësinë, anëtare.",9829
9831,Fatmir Xhafaj,PS,Partia Socialist,fatmir.xhafaj@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Fatmir-Xhafaj-PS.jpg,http://www.parlament.al/deputet/fatmir-xhafaj/,1959-05-17,"",Tiranë,"Komisioni parlamentar: Komisioni për Çështjet Ligjore, Administratën Publike dhe të Drejtat e Njeriut, kryetar.",9831
9833,Ilir Xhakolli,PS,Partia Socialist,ilir.xhakolli@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Ilir-Xhakolli-PS.jpg,http://www.parlament.al/deputet/ilir-xhakolli/,1962-09-25,Pogradec,"","Komisioni parlamentar: Komisioni për Integrimin Europian, anëtar.",9833
9838,Alban Zeneli,PDIU,"Partia per Dretjtesi, Integrim, Unitet",alban.zeneli@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Alban-Zeneli-PD.jpg,http://www.parlament.al/deputet/alban-zeneli/,1969-05-04,Kukës,"","Komisioni për Sigurinë Kombëtare, anëtar.",9838
9840,Antoneta Dhima,PS,Partia Socialist,antoneta.dhima@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2016/01/Antoneta-Dhima-PS.jpg,http://www.parlament.al/deputet/antoneta-dhima-2/,1970-12-05,Fier,"",Komisioni Parlamentar i Ekonomisë dhe Financave,9840
9841,Asllan Dogjani,PD,Partia Demokratike,asllan.dogjani@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Asllan-Dogjani-PD.jpg,http://www.parlament.al/deputet/asllan-dogjani/,1967-11-15,Kukës,Tiranë,Komisioni për Sigurinë Kombëtare.,9841
9842,Flamur Noka,PD,Partia Demokratike,flamur.noka@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Flamur-Noka-PD.jpg,http://www.parlament.al/deputet/flamur-noka/,1971-03-03,Kukës,"","Komisioni për Sigurinë Kombëtare, Zëvendëskryetar.",9842
9843,Ilirjan Pendavinji,PS,Partia Socialist,ilirjan.pendavinji@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Ilirian-Pendavinji-PS.jpg,http://www.parlament.al/deputet/ilirjan-pendavinji/,1971-05-16,"",Korçë,"Komisioni për Punën, Çështjet Sociale dhe Shëndetësinë, anëtar.",9843
9845,Dashamir Shehi,PD,Partia Demokratike,dashamir.shehi@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Dashamir-Shehi-PD.jpg,http://www.parlament.al/deputet/dashamir-shehi/,1957-10-28,Tiranë,"","Komisioni parlamentar: Komisioni për Ekonominë dhe Financat, anëtar.",9845
9846,Fidel Ylli,PS,Partia Socialist,fidel.ylli@parlament.al,8,http://www.parlament.al/wp-content/uploads/sites/4/2015/12/Fidel-Ylli-PS-1.jpg,http://www.parlament.al/deputet/ylli-fidel/,1962-09-01,"",Berat,"Komisioni për Edukimin dhe Mjetet e Informimit Publik, anëtar.",9846
